Title:               13.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1993-09-01   6.63
1993-10-01   6.59
1993-11-01   6.93
1993-12-01   6.94
1994-01-01   6.92
1994-02-01   7.11
1994-03-01   7.60
1994-04-01   8.08
1994-05-01   8.23
1994-06-01   8.17
1994-07-01   8.35
1994-08-01   8.26
1994-09-01   8.49
1994-10-01   8.75
1994-11-01   8.86
1994-12-01   8.65
1995-01-01   8.60
1995-02-01   8.34
1995-03-01   8.14
1995-04-01   8.04
1995-05-01   7.61
1995-06-01   7.21
1995-07-01   7.33
1995-08-01   7.52
1995-09-01   7.21
1995-10-01   7.02
1995-11-01   6.94
1995-12-01   6.70
1996-01-01   6.69
1996-02-01   6.92
1996-03-01   7.30
1996-04-01   7.48
1996-05-01   7.68
1996-06-01   7.83
1996-07-01   7.79
1996-08-01   7.56
1996-09-01   7.74
1996-10-01   7.46
1996-11-01   7.11
1996-12-01   7.22
1997-01-01   7.48
1997-02-01   7.32
1997-03-01   7.56
1997-04-01   7.74
1997-05-01   7.60
1997-06-01   7.37
1997-07-01   7.08
1997-08-01   7.17
1997-09-01   7.05
1997-10-01   6.91
1997-11-01   6.80
1997-12-01   6.70
1998-01-01   6.53
1998-02-01   6.61
1998-03-01   6.66
1998-04-01   6.63
1998-05-01   6.64
1998-06-01   6.46
1998-07-01   6.49
1998-08-01   6.51
1998-09-01   6.33
1998-10-01   6.27
1998-11-01   6.45
1998-12-01   6.21
1999-01-01   6.22
1999-02-01   6.44
1999-03-01   6.65
1999-04-01   6.61
1999-05-01   7.00
1999-06-01   7.40
1999-07-01   7.34
1999-08-01   7.54
1999-09-01   7.52
1999-10-01   7.65
1999-11-01   7.47
1999-12-01   7.70
2000-01-01   8.02
2000-02-01   7.91
2000-03-01   7.85
2000-04-01   7.81
2000-05-01   8.32
2000-06-01   8.00
2000-07-01   7.91
2000-08-01   7.76
2000-09-01   7.87
2000-10-01   7.90
2000-11-01   7.85
2000-12-01   7.50
2001-01-01   7.33
2001-02-01   7.22
2001-03-01   7.06
2001-04-01   7.32
2001-05-01   7.38
2001-06-01   7.23
2001-07-01   7.19
2001-08-01   6.98
2001-09-01   7.18
2001-10-01   6.90
2001-11-01   6.67
2001-12-01   6.96
2002-01-01   6.85
2002-02-01   6.76
2002-03-01   7.02
2002-04-01   7.01
2002-05-01   7.02
2002-06-01   6.80
2002-07-01   6.82
2002-08-01   6.64
2002-09-01   6.29
2002-10-01   6.41
2002-11-01   6.24
2002-12-01   6.08
2003-01-01   5.95
2003-02-01   5.82
2003-03-01   5.75
2003-04-01   5.73
2003-05-01   5.30
2003-06-01   5.07
2003-07-01   5.65
2003-08-01   6.12
2003-09-01   5.93
2003-10-01   5.90
2003-11-01   5.85
2003-12-01   5.80
2004-01-01   5.67
2004-02-01   5.61
2004-03-01   5.39
2004-04-01   5.87
2004-05-01   6.26
2004-06-01   6.26
2004-07-01   6.04
2004-08-01   5.82
2004-09-01   5.63
2004-10-01   5.58
2004-11-01   5.61
2004-12-01   5.59
2005-01-01   5.51
2005-02-01   5.34
2005-03-01   5.61
2005-04-01   5.51
2005-05-01   5.35
2005-06-01   5.15
2005-07-01   5.27
2005-08-01   5.32
2005-09-01   5.31
2005-10-01   5.56
2005-11-01   5.65
2005-12-01   5.59
2006-01-01   5.55
2006-02-01   5.66
2006-03-01   5.82
2006-04-01   6.13
2006-05-01   6.26
2006-06-01   6.27
2006-07-01   6.25
2006-08-01   6.04
2006-09-01   5.88
2006-10-01   5.88
2006-11-01   5.72
2006-12-01   5.68
2007-01-01   5.85
2007-02-01   5.86
2007-03-01   5.78
2007-04-01   5.91
2007-05-01   5.94
2007-06-01   6.28
2007-07-01   6.30
2007-08-01   6.29
2007-09-01   6.22
2007-10-01   6.13
2007-11-01   6.13
2007-12-01   6.27
2008-01-01   6.21
2008-02-01   6.40
2008-03-01   6.62
2008-04-01   6.48
2008-05-01   6.59
2008-06-01   6.86
2008-07-01   7.06
2008-08-01   7.06
2008-09-01   7.54
2008-10-01   8.82
2008-11-01   8.51
2008-12-01   7.31
2009-01-01   7.07
2009-02-01   7.22
2009-03-01   7.57
2009-04-01   7.36
2009-05-01   7.32
2009-06-01   6.86
2009-07-01   6.60
2009-08-01   6.26
2009-09-01   5.94
2009-10-01   5.88
2009-11-01   5.89
2009-12-01   5.99
2010-01-01   5.98
2010-02-01   6.10
2010-03-01   5.97
2010-04-01   5.91
2010-05-01   5.69
2010-06-01   5.62
2010-07-01   5.40
2010-08-01   5.14
2010-09-01   5.05
2010-10-01   5.09
2010-11-01   5.25
2010-12-01   5.51
2011-01-01   5.56
2011-02-01   5.64
2011-03-01   5.55
2011-04-01   5.53
2011-05-01   5.31
2011-06-01   5.31
2011-07-01   5.29
2011-08-01   4.88
2011-09-01   4.71
2011-10-01   4.81
2011-11-01   4.76
2011-12-01   4.72
2012-01-01   4.67
2012-02-01   4.65
2012-03-01   4.75
2012-04-01   4.70
2012-05-01   4.47
2012-06-01   4.30
2012-07-01   4.07
2012-08-01   4.15
2012-09-01   4.17
2012-10-01   4.01
2012-11-01   3.93
2012-12-01   4.00
2013-01-01   4.18
2013-02-01   4.26
2013-03-01   4.26
2013-04-01   4.05
2013-05-01   4.20
2013-06-01   4.67
2013-07-01   4.88
2013-08-01   5.03
2013-09-01   5.07
2013-10-01   4.90
2013-11-01   4.98
2013-12-01   5.00
2014-01-01   4.83
2014-02-01   4.68
2014-03-01   4.58
2014-04-01   4.45
2014-05-01   4.31
2014-06-01   4.33
2014-07-01   4.23
2014-08-01   4.14
2014-09-01   4.25
2014-10-01   4.08
2014-11-01   4.13
2014-12-01   4.01
2015-01-01   3.71
2015-02-01   3.78
2015-03-01   3.84
2015-04-01   3.81
2015-05-01   4.19
2015-06-01   4.43
2015-07-01   4.45
2015-08-01   4.33
2015-09-01   4.43
2015-10-01   4.35
2015-11-01   4.47
2015-12-01   4.46
2016-01-01   4.44
2016-02-01   4.35
2016-03-01   4.23
2016-04-01   4.01
2016-05-01   3.93
2016-06-01   3.77
2016-07-01   3.57
2016-08-01   3.59
2016-09-01   3.65
2016-10-01   3.75
2016-11-01   4.10
