Title:               3-Year High Quality Market (HQM) Corporate Bond Spot Rate
1990-04-01   9.55
1990-05-01   9.55
1990-06-01   9.26
1990-07-01   9.19
1990-08-01   9.19
1990-09-01   9.21
1990-10-01   9.23
1990-11-01   9.17
1990-12-01   8.91
1991-01-01   8.90
1991-02-01   8.72
1991-03-01   8.73
1991-04-01   8.41
1991-05-01   8.24
1991-06-01   8.32
1991-07-01   8.37
1991-08-01   7.97
1991-09-01   7.81
1991-10-01   7.34
1991-11-01   7.09
1991-12-01   6.65
1992-01-01   6.43
1992-02-01   6.77
1992-03-01   7.03
1992-04-01   6.82
1992-05-01   6.69
1992-06-01   6.49
1992-07-01   5.87
1992-08-01   5.61
1992-09-01   5.36
1992-10-01   5.54
1992-11-01   6.00
1992-12-01   6.08
1993-01-01   5.87
1993-02-01   5.46
1993-03-01   5.19
1993-04-01   5.08
1993-05-01   5.17
1993-06-01   5.27
1993-07-01   5.15
1993-08-01   5.10
1993-09-01   4.91
1993-10-01   4.89
1993-11-01   5.15
1993-12-01   5.16
1994-01-01   5.02
1994-02-01   5.35
1994-03-01   5.91
1994-04-01   6.53
1994-05-01   6.90
1994-06-01   6.88
1994-07-01   7.06
1994-08-01   7.07
1994-09-01   7.26
1994-10-01   7.60
1994-11-01   8.00
1994-12-01   8.30
1995-01-01   8.28
1995-02-01   7.85
1995-03-01   7.44
1995-04-01   7.17
1995-05-01   6.75
1995-06-01   6.28
1995-07-01   6.36
1995-08-01   6.58
1995-09-01   6.35
1995-10-01   6.22
1995-11-01   6.02
1995-12-01   5.85
1996-01-01   5.65
1996-02-01   5.58
1996-03-01   6.23
1996-04-01   6.54
1996-05-01   6.70
1996-06-01   6.91
1996-07-01   6.85
1996-08-01   6.61
1996-09-01   6.82
1996-10-01   6.46
1996-11-01   6.21
1996-12-01   6.31
1997-01-01   6.56
1997-02-01   6.42
1997-03-01   6.75
1997-04-01   6.98
1997-05-01   6.80
1997-06-01   6.60
1997-07-01   6.35
1997-08-01   6.41
1997-09-01   6.34
1997-10-01   6.21
1997-11-01   6.20
1997-12-01   6.20
1998-01-01   5.84
1998-02-01   5.93
1998-03-01   6.06
1998-04-01   6.06
1998-05-01   6.07
1998-06-01   6.00
1998-07-01   5.97
1998-08-01   5.83
1998-09-01   5.42
1998-10-01   5.22
1998-11-01   5.59
1998-12-01   5.46
1999-01-01   5.55
1999-02-01   5.77
1999-03-01   5.93
1999-04-01   5.80
1999-05-01   6.14
1999-06-01   6.58
1999-07-01   6.50
1999-08-01   6.76
1999-09-01   6.72
1999-10-01   6.90
1999-11-01   6.82
1999-12-01   7.04
2000-01-01   7.43
2000-02-01   7.63
2000-03-01   7.57
2000-04-01   7.48
2000-05-01   7.95
2000-06-01   7.58
2000-07-01   7.47
2000-08-01   7.35
2000-09-01   7.14
2000-10-01   7.05
2000-11-01   7.08
2000-12-01   6.65
2001-01-01   6.21
2001-02-01   6.11
2001-03-01   5.79
2001-04-01   5.71
2001-05-01   5.75
2001-06-01   5.58
2001-07-01   5.48
2001-08-01   5.16
2001-09-01   4.84
2001-10-01   4.54
2001-11-01   4.51
2001-12-01   4.84
2002-01-01   4.72
2002-02-01   4.79
2002-03-01   5.19
2002-04-01   5.00
2002-05-01   4.85
2002-06-01   4.44
2002-07-01   4.13
2002-08-01   3.84
2002-09-01   3.58
2002-10-01   3.71
2002-11-01   3.68
2002-12-01   3.44
2003-01-01   3.24
2003-02-01   2.99
2003-03-01   2.84
2003-04-01   2.88
2003-05-01   2.45
2003-06-01   2.21
2003-07-01   2.57
2003-08-01   3.08
2003-09-01   2.84
2003-10-01   2.83
2003-11-01   2.99
2003-12-01   2.95
2004-01-01   2.77
2004-02-01   2.74
2004-03-01   2.48
2004-04-01   3.07
2004-05-01   3.65
2004-06-01   3.85
2004-07-01   3.63
2004-08-01   3.46
2004-09-01   3.38
2004-10-01   3.40
2004-11-01   3.64
2004-12-01   3.74
2005-01-01   3.90
2005-02-01   4.02
2005-03-01   4.41
2005-04-01   4.35
2005-05-01   4.30
2005-06-01   4.24
2005-07-01   4.45
2005-08-01   4.59
2005-09-01   4.46
2005-10-01   4.81
2005-11-01   4.97
2005-12-01   4.96
2006-01-01   4.94
2006-02-01   5.19
2006-03-01   5.27
2006-04-01   5.43
2006-05-01   5.51
2006-06-01   5.65
2006-07-01   5.63
2006-08-01   5.40
2006-09-01   5.25
2006-10-01   5.27
2006-11-01   5.18
2006-12-01   5.08
2007-01-01   5.30
2007-02-01   5.25
2007-03-01   5.04
2007-04-01   5.15
2007-05-01   5.26
2007-06-01   5.57
2007-07-01   5.49
2007-08-01   5.33
2007-09-01   5.22
2007-10-01   5.12
2007-11-01   4.79
2007-12-01   4.84
2008-01-01   4.37
2008-02-01   4.18
2008-03-01   4.42
2008-04-01   4.86
2008-05-01   5.01
2008-06-01   5.36
2008-07-01   5.49
2008-08-01   5.51
2008-09-01   6.18
2008-10-01   7.83
2008-11-01   7.75
2008-12-01   7.14
2009-01-01   5.49
2009-02-01   5.41
2009-03-01   5.82
2009-04-01   5.43
2009-05-01   4.53
2009-06-01   4.20
2009-07-01   3.64
2009-08-01   3.35
2009-09-01   2.95
2009-10-01   2.81
2009-11-01   2.54
2009-12-01   2.57
2010-01-01   2.54
2010-02-01   2.48
2010-03-01   2.48
2010-04-01   2.49
2010-05-01   2.45
2010-06-01   2.47
2010-07-01   2.15
2010-08-01   1.89
2010-09-01   1.82
2010-10-01   1.61
2010-11-01   1.73
2010-12-01   2.15
2011-01-01   2.11
2011-02-01   2.24
2011-03-01   2.09
2011-04-01   2.12
2011-05-01   1.86
2011-06-01   1.80
2011-07-01   1.83
2011-08-01   2.03
2011-09-01   2.22
2011-10-01   2.39
2011-11-01   2.26
2011-12-01   2.34
2012-01-01   2.08
2012-02-01   1.72
2012-03-01   1.72
2012-04-01   1.71
2012-05-01   1.78
2012-06-01   1.79
2012-07-01   1.36
2012-08-01   1.24
2012-09-01   1.08
2012-10-01   1.04
2012-11-01   1.05
2012-12-01   1.08
2013-01-01   1.07
2013-02-01   1.06
2013-03-01   1.03
2013-04-01   1.00
2013-05-01   1.04
2013-06-01   1.34
2013-07-01   1.45
2013-08-01   1.46
2013-09-01   1.52
2013-10-01   1.31
2013-11-01   1.23
2013-12-01   1.33
2014-01-01   1.34
2014-02-01   1.24
2014-03-01   1.32
2014-04-01   1.34
2014-05-01   1.27
2014-06-01   1.36
2014-07-01   1.41
2014-08-01   1.39
2014-09-01   1.58
2014-10-01   1.44
2014-11-01   1.57
2014-12-01   1.67
2015-01-01   1.51
2015-02-01   1.53
2015-03-01   1.56
2015-04-01   1.43
2015-05-01   1.55
2015-06-01   1.78
2015-07-01   1.82
2015-08-01   1.87
2015-09-01   1.89
2015-10-01   1.81
2015-11-01   2.00
2015-12-01   2.04
2016-01-01   1.99
2016-02-01   1.92
2016-03-01   1.88
2016-04-01   1.62
2016-05-01   1.65
2016-06-01   1.56
2016-07-01   1.46
2016-08-01   1.49
2016-09-01   1.56
2016-10-01   1.67
2016-11-01   1.94
