Title:               34-Year High Quality Market (HQM) Corporate Bond Spot Rate
1999-10-01   8.25
1999-11-01   7.95
1999-12-01   8.06
2000-01-01   8.11
2000-02-01   7.96
2000-03-01   8.11
2000-04-01   8.16
2000-05-01   8.52
2000-06-01   8.14
2000-07-01   8.00
2000-08-01   8.02
2000-09-01   8.24
2000-10-01   8.35
2000-11-01   8.32
2000-12-01   8.25
2001-01-01   7.98
2001-02-01   7.90
2001-03-01   7.91
2001-04-01   8.17
2001-05-01   8.03
2001-06-01   7.85
2001-07-01   7.80
2001-08-01   7.73
2001-09-01   8.18
2001-10-01   7.85
2001-11-01   7.44
2001-12-01   7.40
2002-01-01   7.21
2002-02-01   7.14
2002-03-01   7.42
2002-04-01   7.48
2002-05-01   7.52
2002-06-01   7.47
2002-07-01   7.71
2002-08-01   7.64
2002-09-01   7.22
2002-10-01   7.61
2002-11-01   7.38
2002-12-01   7.17
2003-01-01   7.21
2003-02-01   6.97
2003-03-01   7.01
2003-04-01   6.96
2003-05-01   6.45
2003-06-01   6.35
2003-07-01   6.94
2003-08-01   7.37
2003-09-01   7.10
2003-10-01   7.06
2003-11-01   6.92
2003-12-01   6.88
2004-01-01   6.79
2004-02-01   6.79
2004-03-01   6.64
2004-04-01   6.95
2004-05-01   7.16
2004-06-01   7.06
2004-07-01   6.92
2004-08-01   6.81
2004-09-01   6.63
2004-10-01   6.57
2004-11-01   6.46
2004-12-01   6.33
2005-01-01   6.14
2005-02-01   5.89
2005-03-01   6.10
2005-04-01   6.10
2005-05-01   6.03
2005-06-01   5.81
2005-07-01   5.90
2005-08-01   5.91
2005-09-01   6.02
2005-10-01   6.24
2005-11-01   6.31
2005-12-01   6.21
2006-01-01   6.11
2006-02-01   6.07
2006-03-01   6.29
2006-04-01   6.65
2006-05-01   6.77
2006-06-01   6.76
2006-07-01   6.72
2006-08-01   6.57
2006-09-01   6.39
2006-10-01   6.34
2006-11-01   6.05
2006-12-01   6.07
2007-01-01   6.20
2007-02-01   6.12
2007-03-01   6.17
2007-04-01   6.32
2007-05-01   6.30
2007-06-01   6.59
2007-07-01   6.59
2007-08-01   6.65
2007-09-01   6.54
2007-10-01   6.36
2007-11-01   6.46
2007-12-01   6.67
2008-01-01   6.69
2008-02-01   7.02
2008-03-01   6.97
2008-04-01   6.94
2008-05-01   6.76
2008-06-01   6.94
2008-07-01   7.04
2008-08-01   6.92
2008-09-01   6.91
2008-10-01   7.34
2008-11-01   7.47
2008-12-01   6.40
2009-01-01   6.35
2009-02-01   7.09
2009-03-01   7.84
2009-04-01   6.94
2009-05-01   6.79
2009-06-01   6.56
2009-07-01   6.47
2009-08-01   6.21
2009-09-01   6.07
2009-10-01   6.06
2009-11-01   6.28
2009-12-01   6.43
2010-01-01   6.45
2010-02-01   6.61
2010-03-01   6.55
2010-04-01   6.44
2010-05-01   6.23
2010-06-01   6.26
2010-07-01   6.08
2010-08-01   5.84
2010-09-01   5.99
2010-10-01   6.17
2010-11-01   6.46
2010-12-01   6.48
2011-01-01   6.38
2011-02-01   6.50
2011-03-01   6.42
2011-04-01   6.40
2011-05-01   6.17
2011-06-01   6.28
2011-07-01   6.24
2011-08-01   5.96
2011-09-01   5.75
2011-10-01   5.47
2011-11-01   5.24
2011-12-01   5.22
2012-01-01   5.16
2012-02-01   5.06
2012-03-01   5.17
2012-04-01   5.13
2012-05-01   5.02
2012-06-01   4.90
2012-07-01   4.48
2012-08-01   4.50
2012-09-01   4.65
2012-10-01   4.55
2012-11-01   4.57
2012-12-01   4.74
2013-01-01   4.85
2013-02-01   4.99
2013-03-01   5.07
2013-04-01   4.85
2013-05-01   4.98
2013-06-01   5.39
2013-07-01   5.41
2013-08-01   5.55
2013-09-01   5.60
2013-10-01   5.49
2013-11-01   5.63
2013-12-01   5.57
2014-01-01   5.37
2014-02-01   5.33
2014-03-01   5.27
2014-04-01   5.12
2014-05-01   4.98
2014-06-01   5.05
2014-07-01   4.98
2014-08-01   4.92
2014-09-01   5.01
2014-10-01   4.84
2014-11-01   4.92
2014-12-01   4.75
2015-01-01   4.37
2015-02-01   4.44
2015-03-01   4.47
2015-04-01   4.44
2015-05-01   4.95
2015-06-01   5.17
2015-07-01   5.10
2015-08-01   4.95
2015-09-01   5.04
2015-10-01   5.00
2015-11-01   5.10
2015-12-01   4.98
2016-01-01   4.99
2016-02-01   5.00
2016-03-01   4.81
2016-04-01   4.59
2016-05-01   4.58
2016-06-01   4.44
2016-07-01   4.13
2016-08-01   4.15
2016-09-01   4.27
2016-10-01   4.36
2016-11-01   4.68
