Title:               78-Year High Quality Market (HQM) Corporate Bond Spot Rate
1989-08-01   9.31
1989-09-01   9.27
1989-10-01   9.17
1989-11-01   9.05
1989-12-01   8.96
1990-01-01   9.01
1990-02-01   9.25
1990-03-01   9.51
1990-04-01   9.63
1990-05-01   9.93
1990-06-01   9.75
1990-07-01   9.81
1990-08-01  10.60
1990-09-01  10.82
1990-10-01  10.92
1990-11-01  10.56
1990-12-01  10.19
1991-01-01  10.14
1991-02-01   9.74
1991-03-01  10.06
1991-04-01   9.86
1991-05-01  10.05
1991-06-01  10.32
1991-07-01  10.26
1991-08-01   9.94
1991-09-01   9.82
1991-10-01  10.12
1991-11-01  10.23
1991-12-01  10.34
1992-01-01  10.33
1992-02-01  10.22
1992-03-01  10.12
1992-04-01  10.07
1992-05-01   9.90
1992-06-01   9.89
1992-07-01  10.02
1992-08-01  10.02
1992-09-01  10.16
1992-10-01  10.58
1992-11-01  10.25
1992-12-01   9.74
1993-01-01   9.72
1993-02-01   9.47
1993-03-01   9.18
1993-04-01   9.38
1993-05-01   9.55
1993-06-01   9.35
1993-07-01   9.02
1993-08-01   8.43
1993-09-01   8.37
1993-10-01   8.41
1993-11-01   8.59
1993-12-01   8.49
1994-01-01   8.52
1994-02-01   8.55
1994-03-01   8.73
1994-04-01   8.94
1994-05-01   8.85
1994-06-01   9.00
1994-07-01   9.08
1994-08-01   9.02
1994-09-01   9.35
1994-10-01   9.39
1994-11-01   9.36
1994-12-01   8.88
1995-01-01   8.94
1995-02-01   8.96
1995-03-01   9.10
1995-04-01   9.13
1995-05-01   8.70
1995-06-01   8.41
1995-07-01   8.64
1995-08-01   8.73
1995-09-01   8.52
1995-10-01   8.20
1995-11-01   8.03
1995-12-01   7.83
1996-01-01   7.83
1996-02-01   8.21
1996-03-01   8.51
1996-04-01   8.62
1996-05-01   8.51
1996-06-01   8.56
1996-07-01   8.49
1996-08-01   8.31
1996-09-01   8.52
1996-10-01   8.33
1996-11-01   8.05
1996-12-01   8.09
1997-01-01   8.26
1997-02-01   8.18
1997-03-01   8.42
1997-04-01   8.61
1997-05-01   8.53
1997-06-01   8.42
1997-07-01   8.11
1997-08-01   8.11
1997-09-01   8.07
1997-10-01   7.93
1997-11-01   7.70
1997-12-01   7.49
1998-01-01   7.47
1998-02-01   7.54
1998-03-01   7.51
1998-04-01   7.45
1998-05-01   7.39
1998-06-01   7.14
1998-07-01   7.22
1998-08-01   7.26
1998-09-01   7.64
1998-10-01   7.89
1998-11-01   7.79
1998-12-01   7.53
1999-01-01   7.53
1999-02-01   7.49
1999-03-01   7.64
1999-04-01   7.64
1999-05-01   7.78
1999-06-01   7.95
1999-07-01   7.95
1999-08-01   8.16
1999-09-01   8.36
1999-10-01   8.49
1999-11-01   8.14
1999-12-01   8.20
2000-01-01   8.13
2000-02-01   7.99
2000-03-01   8.21
2000-04-01   8.29
2000-05-01   8.60
2000-06-01   8.19
2000-07-01   8.04
2000-08-01   8.11
2000-09-01   8.37
2000-10-01   8.52
2000-11-01   8.50
2000-12-01   8.54
2001-01-01   8.23
2001-02-01   8.16
2001-03-01   8.23
2001-04-01   8.49
2001-05-01   8.27
2001-06-01   8.08
2001-07-01   8.03
2001-08-01   8.03
2001-09-01   8.56
2001-10-01   8.21
2001-11-01   7.74
2001-12-01   7.56
2002-01-01   7.34
2002-02-01   7.28
2002-03-01   7.57
2002-04-01   7.66
2002-05-01   7.70
2002-06-01   7.72
2002-07-01   8.04
2002-08-01   8.03
2002-09-01   7.57
2002-10-01   8.07
2002-11-01   7.81
2002-12-01   7.59
2003-01-01   7.69
2003-02-01   7.42
2003-03-01   7.50
2003-04-01   7.43
2003-05-01   6.88
2003-06-01   6.85
2003-07-01   7.44
2003-08-01   7.85
2003-09-01   7.55
2003-10-01   7.50
2003-11-01   7.33
2003-12-01   7.30
2004-01-01   7.22
2004-02-01   7.24
2004-03-01   7.12
2004-04-01   7.36
2004-05-01   7.50
2004-06-01   7.35
2004-07-01   7.25
2004-08-01   7.19
2004-09-01   7.01
2004-10-01   6.94
2004-11-01   6.77
2004-12-01   6.61
2005-01-01   6.37
2005-02-01   6.09
2005-03-01   6.29
2005-04-01   6.33
2005-05-01   6.30
2005-06-01   6.07
2005-07-01   6.14
2005-08-01   6.13
2005-09-01   6.29
2005-10-01   6.50
2005-11-01   6.57
2005-12-01   6.45
2006-01-01   6.33
2006-02-01   6.23
2006-03-01   6.47
2006-04-01   6.85
2006-05-01   6.96
2006-06-01   6.95
2006-07-01   6.90
2006-08-01   6.77
2006-09-01   6.59
2006-10-01   6.51
2006-11-01   6.18
2006-12-01   6.22
2007-01-01   6.33
2007-02-01   6.21
2007-03-01   6.31
2007-04-01   6.47
2007-05-01   6.44
2007-06-01   6.71
2007-07-01   6.70
2007-08-01   6.78
2007-09-01   6.66
2007-10-01   6.45
2007-11-01   6.58
2007-12-01   6.82
2008-01-01   6.87
2008-02-01   7.25
2008-03-01   7.09
2008-04-01   7.10
2008-05-01   6.81
2008-06-01   6.96
2008-07-01   7.01
2008-08-01   6.85
2008-09-01   6.65
2008-10-01   6.73
2008-11-01   7.04
2008-12-01   6.02
2009-01-01   6.04
2009-02-01   7.03
2009-03-01   7.95
2009-04-01   6.76
2009-05-01   6.56
2009-06-01   6.43
2009-07-01   6.40
2009-08-01   6.17
2009-09-01   6.09
2009-10-01   6.10
2009-11-01   6.40
2009-12-01   6.58
2010-01-01   6.61
2010-02-01   6.78
2010-03-01   6.76
2010-04-01   6.63
2010-05-01   6.43
2010-06-01   6.49
2010-07-01   6.32
2010-08-01   6.09
2010-09-01   6.33
2010-10-01   6.57
2010-11-01   6.91
2010-12-01   6.84
2011-01-01   6.68
2011-02-01   6.82
2011-03-01   6.74
2011-04-01   6.72
2011-05-01   6.48
2011-06-01   6.64
2011-07-01   6.59
2011-08-01   6.38
2011-09-01   6.15
2011-10-01   5.71
2011-11-01   5.40
2011-12-01   5.39
2012-01-01   5.33
2012-02-01   5.18
2012-03-01   5.29
2012-04-01   5.26
2012-05-01   5.20
2012-06-01   5.11
2012-07-01   4.60
2012-08-01   4.60
2012-09-01   4.79
2012-10-01   4.73
2012-11-01   4.78
2012-12-01   4.99
2013-01-01   5.08
2013-02-01   5.23
2013-03-01   5.35
2013-04-01   5.12
2013-05-01   5.24
2013-06-01   5.64
2013-07-01   5.59
2013-08-01   5.72
2013-09-01   5.77
2013-10-01   5.69
2013-11-01   5.85
2013-12-01   5.76
2014-01-01   5.56
2014-02-01   5.56
2014-03-01   5.52
2014-04-01   5.35
2014-05-01   5.22
2014-06-01   5.32
2014-07-01   5.25
2014-08-01   5.21
2014-09-01   5.28
2014-10-01   5.12
2014-11-01   5.21
2014-12-01   5.03
2015-01-01   4.61
2015-02-01   4.67
2015-03-01   4.69
2015-04-01   4.66
2015-05-01   5.22
2015-06-01   5.43
2015-07-01   5.33
2015-08-01   5.17
2015-09-01   5.25
2015-10-01   5.23
2015-11-01   5.32
2015-12-01   5.16
2016-01-01   5.18
2016-02-01   5.22
2016-03-01   5.01
2016-04-01   4.78
2016-05-01   4.81
2016-06-01   4.68
2016-07-01   4.32
2016-08-01   4.34
2016-09-01   4.48
2016-10-01   4.57
2016-11-01   4.88
