Title:               21.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1990-08-01  10.06
1990-09-01  10.24
1990-10-01  10.28
1990-11-01  10.08
1990-12-01   9.81
1991-01-01   9.77
1991-02-01   9.49
1991-03-01   9.70
1991-04-01   9.52
1991-05-01   9.59
1991-06-01   9.76
1991-07-01   9.73
1991-08-01   9.48
1991-09-01   9.34
1991-10-01   9.44
1991-11-01   9.47
1991-12-01   9.28
1992-01-01   9.16
1992-02-01   9.28
1992-03-01   9.29
1992-04-01   9.24
1992-05-01   9.14
1992-06-01   9.06
1992-07-01   8.96
1992-08-01   8.82
1992-09-01   8.80
1992-10-01   9.05
1992-11-01   9.03
1992-12-01   8.76
1993-01-01   8.68
1993-02-01   8.38
1993-03-01   8.11
1993-04-01   8.19
1993-05-01   8.28
1993-06-01   8.15
1993-07-01   7.90
1993-08-01   7.56
1993-09-01   7.35
1993-10-01   7.35
1993-11-01   7.62
1993-12-01   7.60
1994-01-01   7.60
1994-02-01   7.72
1994-03-01   8.08
1994-04-01   8.44
1994-05-01   8.50
1994-06-01   8.53
1994-07-01   8.66
1994-08-01   8.59
1994-09-01   8.86
1994-10-01   9.03
1994-11-01   9.07
1994-12-01   8.75
1995-01-01   8.74
1995-02-01   8.59
1995-03-01   8.54
1995-04-01   8.49
1995-05-01   8.07
1995-06-01   7.71
1995-07-01   7.87
1995-08-01   8.02
1995-09-01   7.75
1995-10-01   7.51
1995-11-01   7.39
1995-12-01   7.17
1996-01-01   7.17
1996-02-01   7.46
1996-03-01   7.80
1996-04-01   7.95
1996-05-01   8.03
1996-06-01   8.14
1996-07-01   8.09
1996-08-01   7.88
1996-09-01   8.08
1996-10-01   7.83
1996-11-01   7.51
1996-12-01   7.59
1997-01-01   7.82
1997-02-01   7.68
1997-03-01   7.92
1997-04-01   8.10
1997-05-01   7.99
1997-06-01   7.80
1997-07-01   7.50
1997-08-01   7.56
1997-09-01   7.47
1997-10-01   7.33
1997-11-01   7.17
1997-12-01   7.03
1998-01-01   6.92
1998-02-01   7.00
1998-03-01   7.01
1998-04-01   6.97
1998-05-01   6.95
1998-06-01   6.74
1998-07-01   6.79
1998-08-01   6.83
1998-09-01   6.88
1998-10-01   6.93
1998-11-01   7.00
1998-12-01   6.76
1999-01-01   6.76
1999-02-01   6.88
1999-03-01   7.06
1999-04-01   7.04
1999-05-01   7.34
1999-06-01   7.64
1999-07-01   7.60
1999-08-01   7.80
1999-09-01   7.87
1999-10-01   8.00
1999-11-01   7.75
1999-12-01   7.91
2000-01-01   8.09
2000-02-01   7.94
2000-03-01   8.00
2000-04-01   8.01
2000-05-01   8.44
2000-06-01   8.08
2000-07-01   7.97
2000-08-01   7.91
2000-09-01   8.09
2000-10-01   8.17
2000-11-01   8.13
2000-12-01   7.94
2001-01-01   7.71
2001-02-01   7.62
2001-03-01   7.56
2001-04-01   7.82
2001-05-01   7.77
2001-06-01   7.60
2001-07-01   7.55
2001-08-01   7.43
2001-09-01   7.78
2001-10-01   7.47
2001-11-01   7.13
2001-12-01   7.23
2002-01-01   7.08
2002-02-01   7.00
2002-03-01   7.27
2002-04-01   7.30
2002-05-01   7.33
2002-06-01   7.21
2002-07-01   7.36
2002-08-01   7.25
2002-09-01   6.86
2002-10-01   7.13
2002-11-01   6.92
2002-12-01   6.73
2003-01-01   6.69
2003-02-01   6.51
2003-03-01   6.50
2003-04-01   6.46
2003-05-01   5.99
2003-06-01   5.84
2003-07-01   6.42
2003-08-01   6.86
2003-09-01   6.62
2003-10-01   6.59
2003-11-01   6.50
2003-12-01   6.45
2004-01-01   6.34
2004-02-01   6.31
2004-03-01   6.13
2004-04-01   6.52
2004-05-01   6.80
2004-06-01   6.75
2004-07-01   6.57
2004-08-01   6.41
2004-09-01   6.23
2004-10-01   6.18
2004-11-01   6.13
2004-12-01   6.05
2005-01-01   5.90
2005-02-01   5.68
2005-03-01   5.92
2005-04-01   5.87
2005-05-01   5.76
2005-06-01   5.54
2005-07-01   5.64
2005-08-01   5.67
2005-09-01   5.72
2005-10-01   5.96
2005-11-01   6.04
2005-12-01   5.95
2006-01-01   5.88
2006-02-01   5.90
2006-03-01   6.09
2006-04-01   6.43
2006-05-01   6.56
2006-06-01   6.56
2006-07-01   6.53
2006-08-01   6.35
2006-09-01   6.18
2006-10-01   6.15
2006-11-01   5.92
2006-12-01   5.92
2007-01-01   6.07
2007-02-01   6.02
2007-03-01   6.02
2007-04-01   6.16
2007-05-01   6.16
2007-06-01   6.47
2007-07-01   6.48
2007-08-01   6.51
2007-09-01   6.42
2007-10-01   6.28
2007-11-01   6.33
2007-12-01   6.52
2008-01-01   6.52
2008-02-01   6.79
2008-03-01   6.86
2008-04-01   6.78
2008-05-01   6.74
2008-06-01   6.95
2008-07-01   7.08
2008-08-01   7.01
2008-09-01   7.21
2008-10-01   8.02
2008-11-01   7.98
2008-12-01   6.84
2009-01-01   6.71
2009-02-01   7.17
2009-03-01   7.72
2009-04-01   7.16
2009-05-01   7.07
2009-06-01   6.73
2009-07-01   6.58
2009-08-01   6.28
2009-09-01   6.06
2009-10-01   6.03
2009-11-01   6.16
2009-12-01   6.30
2010-01-01   6.30
2010-02-01   6.44
2010-03-01   6.35
2010-04-01   6.26
2010-05-01   6.04
2010-06-01   6.02
2010-07-01   5.83
2010-08-01   5.60
2010-09-01   5.63
2010-10-01   5.76
2010-11-01   5.99
2010-12-01   6.10
2011-01-01   6.08
2011-02-01   6.18
2011-03-01   6.09
2011-04-01   6.07
2011-05-01   5.85
2011-06-01   5.91
2011-07-01   5.88
2011-08-01   5.54
2011-09-01   5.34
2011-10-01   5.23
2011-11-01   5.08
2011-12-01   5.05
2012-01-01   5.01
2012-02-01   4.95
2012-03-01   5.06
2012-04-01   5.02
2012-05-01   4.85
2012-06-01   4.71
2012-07-01   4.38
2012-08-01   4.43
2012-09-01   4.53
2012-10-01   4.41
2012-11-01   4.38
2012-12-01   4.50
2013-01-01   4.65
2013-02-01   4.76
2013-03-01   4.81
2013-04-01   4.58
2013-05-01   4.73
2013-06-01   5.16
2013-07-01   5.26
2013-08-01   5.40
2013-09-01   5.44
2013-10-01   5.31
2013-11-01   5.43
2013-12-01   5.40
2014-01-01   5.21
2014-02-01   5.12
2014-03-01   5.03
2014-04-01   4.88
2014-05-01   4.75
2014-06-01   4.79
2014-07-01   4.71
2014-08-01   4.63
2014-09-01   4.73
2014-10-01   4.56
2014-11-01   4.63
2014-12-01   4.48
2015-01-01   4.13
2015-02-01   4.20
2015-03-01   4.25
2015-04-01   4.22
2015-05-01   4.68
2015-06-01   4.90
2015-07-01   4.87
2015-08-01   4.73
2015-09-01   4.84
2015-10-01   4.78
2015-11-01   4.89
2015-12-01   4.82
2016-01-01   4.82
2016-02-01   4.79
2016-03-01   4.63
2016-04-01   4.41
2016-05-01   4.37
2016-06-01   4.22
2016-07-01   3.95
2016-08-01   3.97
2016-09-01   4.06
2016-10-01   4.16
2016-11-01   4.48
