Title:               40.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1996-08-01   8.16
1996-09-01   8.37
1996-10-01   8.16
1996-11-01   7.86
1996-12-01   7.92
1997-01-01   8.11
1997-02-01   8.00
1997-03-01   8.25
1997-04-01   8.44
1997-05-01   8.34
1997-06-01   8.20
1997-07-01   7.90
1997-08-01   7.92
1997-09-01   7.86
1997-10-01   7.72
1997-11-01   7.52
1997-12-01   7.33
1998-01-01   7.28
1998-02-01   7.35
1998-03-01   7.34
1998-04-01   7.28
1998-05-01   7.24
1998-06-01   7.01
1998-07-01   7.07
1998-08-01   7.11
1998-09-01   7.37
1998-10-01   7.56
1998-11-01   7.52
1998-12-01   7.26
1999-01-01   7.26
1999-02-01   7.28
1999-03-01   7.44
1999-04-01   7.43
1999-05-01   7.63
1999-06-01   7.84
1999-07-01   7.83
1999-08-01   8.04
1999-09-01   8.19
1999-10-01   8.32
1999-11-01   8.01
1999-12-01   8.10
2000-01-01   8.12
2000-02-01   7.97
2000-03-01   8.14
2000-04-01   8.20
2000-05-01   8.55
2000-06-01   8.15
2000-07-01   8.01
2000-08-01   8.04
2000-09-01   8.28
2000-10-01   8.40
2000-11-01   8.37
2000-12-01   8.33
2001-01-01   8.05
2001-02-01   7.98
2001-03-01   8.00
2001-04-01   8.26
2001-05-01   8.10
2001-06-01   7.91
2001-07-01   7.86
2001-08-01   7.82
2001-09-01   8.29
2001-10-01   7.95
2001-11-01   7.53
2001-12-01   7.44
2002-01-01   7.25
2002-02-01   7.18
2002-03-01   7.46
2002-04-01   7.54
2002-05-01   7.57
2002-06-01   7.54
2002-07-01   7.80
2002-08-01   7.75
2002-09-01   7.32
2002-10-01   7.74
2002-11-01   7.50
2002-12-01   7.29
2003-01-01   7.35
2003-02-01   7.10
2003-03-01   7.15
2003-04-01   7.09
2003-05-01   6.57
2003-06-01   6.49
2003-07-01   7.08
2003-08-01   7.51
2003-09-01   7.22
2003-10-01   7.18
2003-11-01   7.04
2003-12-01   7.00
2004-01-01   6.92
2004-02-01   6.91
2004-03-01   6.78
2004-04-01   7.06
2004-05-01   7.26
2004-06-01   7.14
2004-07-01   7.01
2004-08-01   6.92
2004-09-01   6.74
2004-10-01   6.68
2004-11-01   6.55
2004-12-01   6.41
2005-01-01   6.20
2005-02-01   5.94
2005-03-01   6.16
2005-04-01   6.17
2005-05-01   6.11
2005-06-01   5.88
2005-07-01   5.97
2005-08-01   5.97
2005-09-01   6.09
2005-10-01   6.31
2005-11-01   6.38
2005-12-01   6.28
2006-01-01   6.18
2006-02-01   6.12
2006-03-01   6.34
2006-04-01   6.70
2006-05-01   6.82
2006-06-01   6.81
2006-07-01   6.77
2006-08-01   6.62
2006-09-01   6.45
2006-10-01   6.39
2006-11-01   6.09
2006-12-01   6.11
2007-01-01   6.24
2007-02-01   6.14
2007-03-01   6.21
2007-04-01   6.36
2007-05-01   6.34
2007-06-01   6.62
2007-07-01   6.62
2007-08-01   6.68
2007-09-01   6.57
2007-10-01   6.39
2007-11-01   6.49
2007-12-01   6.71
2008-01-01   6.74
2008-02-01   7.09
2008-03-01   7.01
2008-04-01   6.98
2008-05-01   6.78
2008-06-01   6.95
2008-07-01   7.03
2008-08-01   6.90
2008-09-01   6.83
2008-10-01   7.17
2008-11-01   7.35
2008-12-01   6.29
2009-01-01   6.26
2009-02-01   7.07
2009-03-01   7.87
2009-04-01   6.89
2009-05-01   6.73
2009-06-01   6.53
2009-07-01   6.45
2009-08-01   6.20
2009-09-01   6.08
2009-10-01   6.07
2009-11-01   6.31
2009-12-01   6.48
2010-01-01   6.49
2010-02-01   6.66
2010-03-01   6.61
2010-04-01   6.49
2010-05-01   6.29
2010-06-01   6.32
2010-07-01   6.14
2010-08-01   5.91
2010-09-01   6.09
2010-10-01   6.28
2010-11-01   6.59
2010-12-01   6.58
2011-01-01   6.46
2011-02-01   6.59
2011-03-01   6.51
2011-04-01   6.49
2011-05-01   6.26
2011-06-01   6.38
2011-07-01   6.34
2011-08-01   6.08
2011-09-01   5.86
2011-10-01   5.53
2011-11-01   5.29
2011-12-01   5.27
2012-01-01   5.21
2012-02-01   5.09
2012-03-01   5.20
2012-04-01   5.16
2012-05-01   5.07
2012-06-01   4.96
2012-07-01   4.51
2012-08-01   4.53
2012-09-01   4.69
2012-10-01   4.60
2012-11-01   4.63
2012-12-01   4.81
2013-01-01   4.92
2013-02-01   5.06
2013-03-01   5.15
2013-04-01   4.93
2013-05-01   5.05
2013-06-01   5.47
2013-07-01   5.46
2013-08-01   5.60
2013-09-01   5.65
2013-10-01   5.55
2013-11-01   5.69
2013-12-01   5.62
2014-01-01   5.43
2014-02-01   5.40
2014-03-01   5.34
2014-04-01   5.18
2014-05-01   5.05
2014-06-01   5.13
2014-07-01   5.06
2014-08-01   5.00
2014-09-01   5.08
2014-10-01   4.92
2014-11-01   5.01
2014-12-01   4.83
2015-01-01   4.44
2015-02-01   4.50
2015-03-01   4.53
2015-04-01   4.50
2015-05-01   5.03
2015-06-01   5.24
2015-07-01   5.17
2015-08-01   5.01
2015-09-01   5.10
2015-10-01   5.07
2015-11-01   5.17
2015-12-01   5.03
2016-01-01   5.04
2016-02-01   5.06
2016-03-01   4.87
2016-04-01   4.64
2016-05-01   4.65
2016-06-01   4.51
2016-07-01   4.19
2016-08-01   4.20
2016-09-01   4.33
2016-10-01   4.42
2016-11-01   4.74
