Title:               17.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1992-01-01   8.78
1992-02-01   8.98
1992-03-01   9.02
1992-04-01   8.97
1992-05-01   8.90
1992-06-01   8.79
1992-07-01   8.62
1992-08-01   8.43
1992-09-01   8.36
1992-10-01   8.56
1992-11-01   8.64
1992-12-01   8.45
1993-01-01   8.34
1993-02-01   8.04
1993-03-01   7.78
1993-04-01   7.81
1993-05-01   7.87
1993-06-01   7.77
1993-07-01   7.54
1993-08-01   7.29
1993-09-01   7.03
1993-10-01   7.01
1993-11-01   7.31
1993-12-01   7.31
1994-01-01   7.30
1994-02-01   7.46
1994-03-01   7.87
1994-04-01   8.28
1994-05-01   8.39
1994-06-01   8.38
1994-07-01   8.53
1994-08-01   8.45
1994-09-01   8.70
1994-10-01   8.91
1994-11-01   8.99
1994-12-01   8.71
1995-01-01   8.68
1995-02-01   8.48
1995-03-01   8.36
1995-04-01   8.28
1995-05-01   7.86
1995-06-01   7.48
1995-07-01   7.63
1995-08-01   7.80
1995-09-01   7.50
1995-10-01   7.29
1995-11-01   7.19
1995-12-01   6.96
1996-01-01   6.96
1996-02-01   7.22
1996-03-01   7.58
1996-04-01   7.74
1996-05-01   7.88
1996-06-01   8.01
1996-07-01   7.96
1996-08-01   7.75
1996-09-01   7.93
1996-10-01   7.67
1996-11-01   7.33
1996-12-01   7.43
1997-01-01   7.67
1997-02-01   7.52
1997-03-01   7.77
1997-04-01   7.94
1997-05-01   7.81
1997-06-01   7.61
1997-07-01   7.31
1997-08-01   7.38
1997-09-01   7.27
1997-10-01   7.13
1997-11-01   7.00
1997-12-01   6.88
1998-01-01   6.75
1998-02-01   6.83
1998-03-01   6.85
1998-04-01   6.82
1998-05-01   6.81
1998-06-01   6.62
1998-07-01   6.66
1998-08-01   6.69
1998-09-01   6.63
1998-10-01   6.63
1998-11-01   6.76
1998-12-01   6.52
1999-01-01   6.52
1999-02-01   6.68
1999-03-01   6.88
1999-04-01   6.85
1999-05-01   7.20
1999-06-01   7.54
1999-07-01   7.49
1999-08-01   7.69
1999-09-01   7.71
1999-10-01   7.84
1999-11-01   7.63
1999-12-01   7.82
2000-01-01   8.07
2000-02-01   7.93
2000-03-01   7.93
2000-04-01   7.92
2000-05-01   8.39
2000-06-01   8.05
2000-07-01   7.95
2000-08-01   7.85
2000-09-01   8.01
2000-10-01   8.06
2000-11-01   8.01
2000-12-01   7.74
2001-01-01   7.55
2001-02-01   7.45
2001-03-01   7.34
2001-04-01   7.61
2001-05-01   7.60
2001-06-01   7.45
2001-07-01   7.40
2001-08-01   7.24
2001-09-01   7.53
2001-10-01   7.23
2001-11-01   6.94
2001-12-01   7.12
2002-01-01   6.99
2002-02-01   6.91
2002-03-01   7.18
2002-04-01   7.19
2002-05-01   7.21
2002-06-01   7.05
2002-07-01   7.14
2002-08-01   7.00
2002-09-01   6.64
2002-10-01   6.83
2002-11-01   6.63
2002-12-01   6.46
2003-01-01   6.37
2003-02-01   6.22
2003-03-01   6.18
2003-04-01   6.15
2003-05-01   5.71
2003-06-01   5.52
2003-07-01   6.10
2003-08-01   6.54
2003-09-01   6.33
2003-10-01   6.30
2003-11-01   6.23
2003-12-01   6.18
2004-01-01   6.06
2004-02-01   6.02
2004-03-01   5.82
2004-04-01   6.25
2004-05-01   6.58
2004-06-01   6.56
2004-07-01   6.35
2004-08-01   6.17
2004-09-01   5.98
2004-10-01   5.93
2004-11-01   5.93
2004-12-01   5.88
2005-01-01   5.75
2005-02-01   5.55
2005-03-01   5.80
2005-04-01   5.72
2005-05-01   5.58
2005-06-01   5.37
2005-07-01   5.49
2005-08-01   5.52
2005-09-01   5.54
2005-10-01   5.78
2005-11-01   5.87
2005-12-01   5.79
2006-01-01   5.73
2006-02-01   5.80
2006-03-01   5.98
2006-04-01   6.30
2006-05-01   6.44
2006-06-01   6.44
2006-07-01   6.41
2006-08-01   6.22
2006-09-01   6.05
2006-10-01   6.04
2006-11-01   5.84
2006-12-01   5.82
2007-01-01   5.98
2007-02-01   5.97
2007-03-01   5.93
2007-04-01   6.06
2007-05-01   6.08
2007-06-01   6.40
2007-07-01   6.41
2007-08-01   6.42
2007-09-01   6.34
2007-10-01   6.23
2007-11-01   6.26
2007-12-01   6.42
2008-01-01   6.41
2008-02-01   6.65
2008-03-01   6.79
2008-04-01   6.68
2008-05-01   6.72
2008-06-01   6.95
2008-07-01   7.11
2008-08-01   7.06
2008-09-01   7.40
2008-10-01   8.43
2008-11-01   8.29
2008-12-01   7.11
2009-01-01   6.93
2009-02-01   7.21
2009-03-01   7.64
2009-04-01   7.29
2009-05-01   7.24
2009-06-01   6.83
2009-07-01   6.64
2009-08-01   6.33
2009-09-01   6.06
2009-10-01   6.01
2009-11-01   6.09
2009-12-01   6.21
2010-01-01   6.20
2010-02-01   6.34
2010-03-01   6.22
2010-04-01   6.14
2010-05-01   5.92
2010-06-01   5.87
2010-07-01   5.68
2010-08-01   5.44
2010-09-01   5.41
2010-10-01   5.51
2010-11-01   5.71
2010-12-01   5.87
2011-01-01   5.89
2011-02-01   5.98
2011-03-01   5.89
2011-04-01   5.87
2011-05-01   5.65
2011-06-01   5.69
2011-07-01   5.66
2011-08-01   5.27
2011-09-01   5.08
2011-10-01   5.08
2011-11-01   4.99
2011-12-01   4.95
2012-01-01   4.91
2012-02-01   4.89
2012-03-01   4.99
2012-04-01   4.95
2012-05-01   4.74
2012-06-01   4.58
2012-07-01   4.32
2012-08-01   4.39
2012-09-01   4.45
2012-10-01   4.31
2012-11-01   4.25
2012-12-01   4.35
2013-01-01   4.52
2013-02-01   4.62
2013-03-01   4.64
2013-04-01   4.42
2013-05-01   4.57
2013-06-01   5.01
2013-07-01   5.16
2013-08-01   5.31
2013-09-01   5.34
2013-10-01   5.20
2013-11-01   5.30
2013-12-01   5.29
2014-01-01   5.10
2014-02-01   4.98
2014-03-01   4.88
2014-04-01   4.74
2014-05-01   4.60
2014-06-01   4.63
2014-07-01   4.54
2014-08-01   4.46
2014-09-01   4.55
2014-10-01   4.38
2014-11-01   4.44
2014-12-01   4.30
2015-01-01   3.98
2015-02-01   4.05
2015-03-01   4.11
2015-04-01   4.09
2015-05-01   4.51
2015-06-01   4.74
2015-07-01   4.73
2015-08-01   4.60
2015-09-01   4.71
2015-10-01   4.64
2015-11-01   4.76
2015-12-01   4.72
2016-01-01   4.72
2016-02-01   4.66
2016-03-01   4.52
2016-04-01   4.30
2016-05-01   4.23
2016-06-01   4.07
2016-07-01   3.84
2016-08-01   3.85
2016-09-01   3.93
2016-10-01   4.03
2016-11-01   4.36
