Title:               54.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2005-06-01   5.98
2005-07-01   6.06
2005-08-01   6.06
2005-09-01   6.20
2005-10-01   6.41
2005-11-01   6.48
2005-12-01   6.37
2006-01-01   6.26
2006-02-01   6.17
2006-03-01   6.41
2006-04-01   6.78
2006-05-01   6.90
2006-06-01   6.89
2006-07-01   6.84
2006-08-01   6.70
2006-09-01   6.52
2006-10-01   6.46
2006-11-01   6.14
2006-12-01   6.17
2007-01-01   6.29
2007-02-01   6.18
2007-03-01   6.26
2007-04-01   6.42
2007-05-01   6.39
2007-06-01   6.67
2007-07-01   6.66
2007-08-01   6.73
2007-09-01   6.62
2007-10-01   6.42
2007-11-01   6.54
2007-12-01   6.77
2008-01-01   6.81
2008-02-01   7.18
2008-03-01   7.05
2008-04-01   7.05
2008-05-01   6.79
2008-06-01   6.95
2008-07-01   7.02
2008-08-01   6.87
2008-09-01   6.73
2008-10-01   6.94
2008-11-01   7.18
2008-12-01   6.15
2009-01-01   6.14
2009-02-01   7.05
2009-03-01   7.91
2009-04-01   6.82
2009-05-01   6.64
2009-06-01   6.47
2009-07-01   6.42
2009-08-01   6.18
2009-09-01   6.09
2009-10-01   6.09
2009-11-01   6.36
2009-12-01   6.53
2010-01-01   6.55
2010-02-01   6.73
2010-03-01   6.69
2010-04-01   6.56
2010-05-01   6.36
2010-06-01   6.41
2010-07-01   6.24
2010-08-01   6.01
2010-09-01   6.22
2010-10-01   6.43
2010-11-01   6.76
2010-12-01   6.72
2011-01-01   6.58
2011-02-01   6.71
2011-03-01   6.63
2011-04-01   6.62
2011-05-01   6.38
2011-06-01   6.52
2011-07-01   6.47
2011-08-01   6.24
2011-09-01   6.02
2011-10-01   5.63
2011-11-01   5.35
2011-12-01   5.34
2012-01-01   5.28
2012-02-01   5.14
2012-03-01   5.25
2012-04-01   5.21
2012-05-01   5.14
2012-06-01   5.04
2012-07-01   4.56
2012-08-01   4.56
2012-09-01   4.74
2012-10-01   4.67
2012-11-01   4.71
2012-12-01   4.90
2013-01-01   5.00
2013-02-01   5.15
2013-03-01   5.26
2013-04-01   5.03
2013-05-01   5.15
2013-06-01   5.56
2013-07-01   5.53
2013-08-01   5.66
2013-09-01   5.71
2013-10-01   5.63
2013-11-01   5.77
2013-12-01   5.69
2014-01-01   5.50
2014-02-01   5.48
2014-03-01   5.44
2014-04-01   5.27
2014-05-01   5.14
2014-06-01   5.23
2014-07-01   5.16
2014-08-01   5.11
2014-09-01   5.19
2014-10-01   5.03
2014-11-01   5.12
2014-12-01   4.94
2015-01-01   4.53
2015-02-01   4.59
2015-03-01   4.62
2015-04-01   4.58
2015-05-01   5.13
2015-06-01   5.34
2015-07-01   5.25
2015-08-01   5.10
2015-09-01   5.18
2015-10-01   5.16
2015-11-01   5.25
2015-12-01   5.10
2016-01-01   5.11
2016-02-01   5.15
2016-03-01   4.94
2016-04-01   4.72
2016-05-01   4.74
2016-06-01   4.60
2016-07-01   4.26
2016-08-01   4.28
2016-09-01   4.41
2016-10-01   4.50
2016-11-01   4.82
