Title:               71-Year High Quality Market (HQM) Corporate Bond Spot Rate
2007-10-01   6.44
2007-11-01   6.57
2007-12-01   6.81
2008-01-01   6.85
2008-02-01   7.23
2008-03-01   7.08
2008-04-01   7.09
2008-05-01   6.80
2008-06-01   6.96
2008-07-01   7.02
2008-08-01   6.85
2008-09-01   6.67
2008-10-01   6.78
2008-11-01   7.07
2008-12-01   6.05
2009-01-01   6.06
2009-02-01   7.03
2009-03-01   7.94
2009-04-01   6.77
2009-05-01   6.58
2009-06-01   6.44
2009-07-01   6.40
2009-08-01   6.17
2009-09-01   6.09
2009-10-01   6.10
2009-11-01   6.39
2009-12-01   6.57
2010-01-01   6.60
2010-02-01   6.77
2010-03-01   6.74
2010-04-01   6.61
2010-05-01   6.41
2010-06-01   6.47
2010-07-01   6.30
2010-08-01   6.07
2010-09-01   6.31
2010-10-01   6.53
2010-11-01   6.87
2010-12-01   6.81
2011-01-01   6.65
2011-02-01   6.79
2011-03-01   6.72
2011-04-01   6.70
2011-05-01   6.46
2011-06-01   6.61
2011-07-01   6.56
2011-08-01   6.34
2011-09-01   6.12
2011-10-01   5.69
2011-11-01   5.39
2011-12-01   5.38
2012-01-01   5.32
2012-02-01   5.17
2012-03-01   5.28
2012-04-01   5.25
2012-05-01   5.19
2012-06-01   5.09
2012-07-01   4.59
2012-08-01   4.59
2012-09-01   4.78
2012-10-01   4.71
2012-11-01   4.77
2012-12-01   4.97
2013-01-01   5.06
2013-02-01   5.21
2013-03-01   5.33
2013-04-01   5.10
2013-05-01   5.22
2013-06-01   5.63
2013-07-01   5.58
2013-08-01   5.71
2013-09-01   5.76
2013-10-01   5.68
2013-11-01   5.83
2013-12-01   5.74
2014-01-01   5.54
2014-02-01   5.54
2014-03-01   5.50
2014-04-01   5.33
2014-05-01   5.20
2014-06-01   5.30
2014-07-01   5.23
2014-08-01   5.18
2014-09-01   5.26
2014-10-01   5.10
2014-11-01   5.19
2014-12-01   5.01
2015-01-01   4.59
2015-02-01   4.66
2015-03-01   4.67
2015-04-01   4.64
2015-05-01   5.20
2015-06-01   5.41
2015-07-01   5.31
2015-08-01   5.16
2015-09-01   5.23
2015-10-01   5.22
2015-11-01   5.31
2015-12-01   5.14
2016-01-01   5.16
2016-02-01   5.20
2016-03-01   4.99
2016-04-01   4.77
2016-05-01   4.80
2016-06-01   4.66
2016-07-01   4.31
2016-08-01   4.33
2016-09-01   4.46
2016-10-01   4.56
2016-11-01   4.87
