Title:               69.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1999-03-01   7.61
1999-04-01   7.61
1999-05-01   7.76
1999-06-01   7.94
1999-07-01   7.94
1999-08-01   8.14
1999-09-01   8.33
1999-10-01   8.47
1999-11-01   8.12
1999-12-01   8.18
2000-01-01   8.13
2000-02-01   7.98
2000-03-01   8.20
2000-04-01   8.28
2000-05-01   8.59
2000-06-01   8.18
2000-07-01   8.03
2000-08-01   8.11
2000-09-01   8.36
2000-10-01   8.50
2000-11-01   8.48
2000-12-01   8.51
2001-01-01   8.20
2001-02-01   8.14
2001-03-01   8.20
2001-04-01   8.46
2001-05-01   8.25
2001-06-01   8.06
2001-07-01   8.01
2001-08-01   8.00
2001-09-01   8.53
2001-10-01   8.18
2001-11-01   7.71
2001-12-01   7.55
2002-01-01   7.33
2002-02-01   7.26
2002-03-01   7.55
2002-04-01   7.65
2002-05-01   7.68
2002-06-01   7.70
2002-07-01   8.01
2002-08-01   7.99
2002-09-01   7.54
2002-10-01   8.03
2002-11-01   7.77
2002-12-01   7.55
2003-01-01   7.65
2003-02-01   7.38
2003-03-01   7.45
2003-04-01   7.39
2003-05-01   6.84
2003-06-01   6.80
2003-07-01   7.39
2003-08-01   7.81
2003-09-01   7.50
2003-10-01   7.46
2003-11-01   7.29
2003-12-01   7.26
2004-01-01   7.18
2004-02-01   7.19
2004-03-01   7.07
2004-04-01   7.32
2004-05-01   7.47
2004-06-01   7.33
2004-07-01   7.22
2004-08-01   7.15
2004-09-01   6.97
2004-10-01   6.91
2004-11-01   6.74
2004-12-01   6.58
2005-01-01   6.34
2005-02-01   6.07
2005-03-01   6.27
2005-04-01   6.31
2005-05-01   6.27
2005-06-01   6.04
2005-07-01   6.11
2005-08-01   6.11
2005-09-01   6.26
2005-10-01   6.47
2005-11-01   6.54
2005-12-01   6.42
2006-01-01   6.31
2006-02-01   6.21
2006-03-01   6.45
2006-04-01   6.83
2006-05-01   6.94
2006-06-01   6.93
2006-07-01   6.89
2006-08-01   6.75
2006-09-01   6.57
2006-10-01   6.50
2006-11-01   6.17
2006-12-01   6.20
2007-01-01   6.32
2007-02-01   6.20
2007-03-01   6.30
2007-04-01   6.46
2007-05-01   6.43
2007-06-01   6.70
2007-07-01   6.69
2007-08-01   6.77
2007-09-01   6.64
2007-10-01   6.44
2007-11-01   6.57
2007-12-01   6.80
2008-01-01   6.85
2008-02-01   7.23
2008-03-01   7.08
2008-04-01   7.08
2008-05-01   6.80
2008-06-01   6.96
2008-07-01   7.02
2008-08-01   6.85
2008-09-01   6.67
2008-10-01   6.79
2008-11-01   7.08
2008-12-01   6.06
2009-01-01   6.07
2009-02-01   7.03
2009-03-01   7.94
2009-04-01   6.77
2009-05-01   6.58
2009-06-01   6.44
2009-07-01   6.40
2009-08-01   6.17
2009-09-01   6.09
2009-10-01   6.10
2009-11-01   6.39
2009-12-01   6.57
2010-01-01   6.59
2010-02-01   6.77
2010-03-01   6.74
2010-04-01   6.61
2010-05-01   6.41
2010-06-01   6.47
2010-07-01   6.30
2010-08-01   6.07
2010-09-01   6.30
2010-10-01   6.53
2010-11-01   6.87
2010-12-01   6.81
2011-01-01   6.65
2011-02-01   6.79
2011-03-01   6.71
2011-04-01   6.69
2011-05-01   6.45
2011-06-01   6.60
2011-07-01   6.56
2011-08-01   6.34
2011-09-01   6.11
2011-10-01   5.68
2011-11-01   5.39
2011-12-01   5.38
2012-01-01   5.32
2012-02-01   5.17
2012-03-01   5.28
2012-04-01   5.24
2012-05-01   5.18
2012-06-01   5.09
2012-07-01   4.59
2012-08-01   4.59
2012-09-01   4.78
2012-10-01   4.71
2012-11-01   4.76
2012-12-01   4.96
2013-01-01   5.06
2013-02-01   5.21
2013-03-01   5.33
2013-04-01   5.10
2013-05-01   5.22
2013-06-01   5.62
2013-07-01   5.57
2013-08-01   5.70
2013-09-01   5.75
2013-10-01   5.67
2013-11-01   5.83
2013-12-01   5.74
2014-01-01   5.54
2014-02-01   5.54
2014-03-01   5.50
2014-04-01   5.33
2014-05-01   5.20
2014-06-01   5.29
2014-07-01   5.22
2014-08-01   5.18
2014-09-01   5.26
2014-10-01   5.09
2014-11-01   5.19
2014-12-01   5.00
2015-01-01   4.59
2015-02-01   4.65
2015-03-01   4.67
2015-04-01   4.64
2015-05-01   5.19
2015-06-01   5.41
2015-07-01   5.31
2015-08-01   5.15
2015-09-01   5.23
2015-10-01   5.21
2015-11-01   5.30
2015-12-01   5.14
2016-01-01   5.16
2016-02-01   5.20
2016-03-01   4.99
2016-04-01   4.76
2016-05-01   4.79
2016-06-01   4.66
2016-07-01   4.30
2016-08-01   4.32
2016-09-01   4.46
2016-10-01   4.55
2016-11-01   4.86
