Title:               38-Year High Quality Market (HQM) Corporate Bond Spot Rate
1988-01-01   9.53
1988-02-01   9.33
1988-03-01   9.57
1988-04-01  10.14
1988-05-01  10.52
1988-06-01  10.21
1988-07-01  10.37
1988-08-01  10.28
1988-09-01  10.05
1988-10-01   9.90
1988-11-01   9.84
1988-12-01   9.80
1989-01-01   9.84
1989-02-01   9.93
1989-03-01   9.92
1989-04-01   9.74
1989-05-01   9.63
1989-06-01   9.25
1989-07-01   9.25
1989-08-01   9.23
1989-09-01   9.22
1989-10-01   9.12
1989-11-01   9.01
1989-12-01   8.95
1990-01-01   9.05
1990-02-01   9.30
1990-03-01   9.49
1990-04-01   9.62
1990-05-01   9.85
1990-06-01   9.67
1990-07-01   9.72
1990-08-01  10.39
1990-09-01  10.60
1990-10-01  10.67
1990-11-01  10.38
1990-12-01  10.04
1991-01-01  10.00
1991-02-01   9.64
1991-03-01   9.92
1991-04-01   9.73
1991-05-01   9.87
1991-06-01  10.10
1991-07-01  10.05
1991-08-01   9.76
1991-09-01   9.63
1991-10-01   9.85
1991-11-01   9.93
1991-12-01   9.93
1992-01-01   9.88
1992-02-01   9.85
1992-03-01   9.80
1992-04-01   9.74
1992-05-01   9.60
1992-06-01   9.57
1992-07-01   9.61
1992-08-01   9.55
1992-09-01   9.63
1992-10-01   9.98
1992-11-01   9.78
1992-12-01   9.36
1993-01-01   9.31
1993-02-01   9.04
1993-03-01   8.76
1993-04-01   8.92
1993-05-01   9.06
1993-06-01   8.88
1993-07-01   8.58
1993-08-01   8.09
1993-09-01   7.97
1993-10-01   7.99
1993-11-01   8.21
1993-12-01   8.14
1994-01-01   8.15
1994-02-01   8.22
1994-03-01   8.47
1994-04-01   8.74
1994-05-01   8.71
1994-06-01   8.81
1994-07-01   8.92
1994-08-01   8.85
1994-09-01   9.15
1994-10-01   9.25
1994-11-01   9.24
1994-12-01   8.83
1995-01-01   8.86
1995-02-01   8.82
1995-03-01   8.88
1995-04-01   8.88
1995-05-01   8.45
1995-06-01   8.13
1995-07-01   8.34
1995-08-01   8.45
1995-09-01   8.22
1995-10-01   7.93
1995-11-01   7.78
1995-12-01   7.57
1996-01-01   7.57
1996-02-01   7.91
1996-03-01   8.24
1996-04-01   8.36
1996-05-01   8.32
1996-06-01   8.40
1996-07-01   8.33
1996-08-01   8.14
1996-09-01   8.35
1996-10-01   8.13
1996-11-01   7.84
1996-12-01   7.89
1997-01-01   8.09
1997-02-01   7.98
1997-03-01   8.22
1997-04-01   8.41
1997-05-01   8.32
1997-06-01   8.18
1997-07-01   7.87
1997-08-01   7.89
1997-09-01   7.83
1997-10-01   7.70
1997-11-01   7.49
1997-12-01   7.31
1998-01-01   7.25
1998-02-01   7.33
1998-03-01   7.31
1998-04-01   7.26
1998-05-01   7.22
1998-06-01   6.99
1998-07-01   7.05
1998-08-01   7.09
1998-09-01   7.34
1998-10-01   7.52
1998-11-01   7.48
1998-12-01   7.23
1999-01-01   7.23
1999-02-01   7.25
1999-03-01   7.41
1999-04-01   7.40
1999-05-01   7.61
1999-06-01   7.83
1999-07-01   7.81
1999-08-01   8.02
1999-09-01   8.16
1999-10-01   8.30
1999-11-01   7.99
1999-12-01   8.08
2000-01-01   8.11
2000-02-01   7.97
2000-03-01   8.13
2000-04-01   8.18
2000-05-01   8.54
2000-06-01   8.15
2000-07-01   8.01
2000-08-01   8.04
2000-09-01   8.26
2000-10-01   8.38
2000-11-01   8.35
2000-12-01   8.30
2001-01-01   8.02
2001-02-01   7.95
2001-03-01   7.97
2001-04-01   8.23
2001-05-01   8.07
2001-06-01   7.89
2001-07-01   7.84
2001-08-01   7.79
2001-09-01   8.25
2001-10-01   7.92
2001-11-01   7.50
2001-12-01   7.43
2002-01-01   7.24
2002-02-01   7.16
2002-03-01   7.45
2002-04-01   7.52
2002-05-01   7.55
2002-06-01   7.52
2002-07-01   7.77
2002-08-01   7.72
2002-09-01   7.29
2002-10-01   7.70
2002-11-01   7.46
2002-12-01   7.25
2003-01-01   7.30
2003-02-01   7.06
2003-03-01   7.10
2003-04-01   7.05
2003-05-01   6.53
2003-06-01   6.45
2003-07-01   7.03
2003-08-01   7.46
2003-09-01   7.18
2003-10-01   7.14
2003-11-01   7.00
2003-12-01   6.96
2004-01-01   6.87
2004-02-01   6.87
2004-03-01   6.73
2004-04-01   7.02
2004-05-01   7.22
2004-06-01   7.11
2004-07-01   6.98
2004-08-01   6.88
2004-09-01   6.70
2004-10-01   6.64
2004-11-01   6.52
2004-12-01   6.39
2005-01-01   6.18
2005-02-01   5.92
2005-03-01   6.14
2005-04-01   6.14
2005-05-01   6.08
2005-06-01   5.86
2005-07-01   5.94
2005-08-01   5.95
2005-09-01   6.07
2005-10-01   6.29
2005-11-01   6.36
2005-12-01   6.25
2006-01-01   6.16
2006-02-01   6.10
2006-03-01   6.32
2006-04-01   6.68
2006-05-01   6.80
2006-06-01   6.80
2006-07-01   6.76
2006-08-01   6.60
2006-09-01   6.43
2006-10-01   6.37
2006-11-01   6.08
2006-12-01   6.10
2007-01-01   6.22
2007-02-01   6.13
2007-03-01   6.19
2007-04-01   6.35
2007-05-01   6.33
2007-06-01   6.61
2007-07-01   6.61
2007-08-01   6.67
2007-09-01   6.56
2007-10-01   6.38
2007-11-01   6.48
2007-12-01   6.70
2008-01-01   6.73
2008-02-01   7.07
2008-03-01   6.99
2008-04-01   6.97
2008-05-01   6.77
2008-06-01   6.95
2008-07-01   7.04
2008-08-01   6.90
2008-09-01   6.86
2008-10-01   7.22
2008-11-01   7.39
2008-12-01   6.33
2009-01-01   6.29
2009-02-01   7.08
2009-03-01   7.86
2009-04-01   6.91
2009-05-01   6.75
2009-06-01   6.54
2009-07-01   6.46
2009-08-01   6.20
2009-09-01   6.07
2009-10-01   6.07
2009-11-01   6.30
2009-12-01   6.46
2010-01-01   6.48
2010-02-01   6.64
2010-03-01   6.59
2010-04-01   6.48
2010-05-01   6.27
2010-06-01   6.30
2010-07-01   6.12
2010-08-01   5.89
2010-09-01   6.05
2010-10-01   6.24
2010-11-01   6.54
2010-12-01   6.54
2011-01-01   6.43
2011-02-01   6.56
2011-03-01   6.48
2011-04-01   6.46
2011-05-01   6.23
2011-06-01   6.34
2011-07-01   6.30
2011-08-01   6.04
2011-09-01   5.83
2011-10-01   5.51
2011-11-01   5.27
2011-12-01   5.25
2012-01-01   5.19
2012-02-01   5.08
2012-03-01   5.19
2012-04-01   5.15
2012-05-01   5.05
2012-06-01   4.94
2012-07-01   4.50
2012-08-01   4.52
2012-09-01   4.67
2012-10-01   4.59
2012-11-01   4.61
2012-12-01   4.78
2013-01-01   4.90
2013-02-01   5.03
2013-03-01   5.13
2013-04-01   4.90
2013-05-01   5.02
2013-06-01   5.44
2013-07-01   5.45
2013-08-01   5.58
2013-09-01   5.63
2013-10-01   5.53
2013-11-01   5.67
2013-12-01   5.60
2014-01-01   5.41
2014-02-01   5.37
2014-03-01   5.32
2014-04-01   5.16
2014-05-01   5.03
2014-06-01   5.10
2014-07-01   5.03
2014-08-01   4.97
2014-09-01   5.06
2014-10-01   4.89
2014-11-01   4.98
2014-12-01   4.81
2015-01-01   4.41
2015-02-01   4.48
2015-03-01   4.51
2015-04-01   4.48
2015-05-01   5.00
2015-06-01   5.22
2015-07-01   5.14
2015-08-01   4.99
2015-09-01   5.08
2015-10-01   5.05
2015-11-01   5.14
2015-12-01   5.02
2016-01-01   5.03
2016-02-01   5.04
2016-03-01   4.85
2016-04-01   4.62
2016-05-01   4.63
2016-06-01   4.49
2016-07-01   4.17
2016-08-01   4.18
2016-09-01   4.31
2016-10-01   4.40
2016-11-01   4.72
