Title:               37-Year High Quality Market (HQM) Corporate Bond Spot Rate
1999-08-01   8.01
1999-09-01   8.15
1999-10-01   8.29
1999-11-01   7.98
1999-12-01   8.08
2000-01-01   8.11
2000-02-01   7.97
2000-03-01   8.12
2000-04-01   8.18
2000-05-01   8.54
2000-06-01   8.14
2000-07-01   8.01
2000-08-01   8.03
2000-09-01   8.26
2000-10-01   8.37
2000-11-01   8.35
2000-12-01   8.29
2001-01-01   8.01
2001-02-01   7.94
2001-03-01   7.95
2001-04-01   8.21
2001-05-01   8.06
2001-06-01   7.88
2001-07-01   7.83
2001-08-01   7.78
2001-09-01   8.24
2001-10-01   7.90
2001-11-01   7.48
2001-12-01   7.42
2002-01-01   7.23
2002-02-01   7.16
2002-03-01   7.44
2002-04-01   7.51
2002-05-01   7.54
2002-06-01   7.51
2002-07-01   7.75
2002-08-01   7.70
2002-09-01   7.27
2002-10-01   7.68
2002-11-01   7.44
2002-12-01   7.23
2003-01-01   7.28
2003-02-01   7.04
2003-03-01   7.08
2003-04-01   7.03
2003-05-01   6.51
2003-06-01   6.43
2003-07-01   7.01
2003-08-01   7.44
2003-09-01   7.16
2003-10-01   7.12
2003-11-01   6.98
2003-12-01   6.94
2004-01-01   6.85
2004-02-01   6.85
2004-03-01   6.71
2004-04-01   7.01
2004-05-01   7.21
2004-06-01   7.10
2004-07-01   6.96
2004-08-01   6.87
2004-09-01   6.68
2004-10-01   6.62
2004-11-01   6.50
2004-12-01   6.37
2005-01-01   6.17
2005-02-01   5.92
2005-03-01   6.13
2005-04-01   6.14
2005-05-01   6.07
2005-06-01   5.85
2005-07-01   5.93
2005-08-01   5.94
2005-09-01   6.05
2005-10-01   6.27
2005-11-01   6.35
2005-12-01   6.24
2006-01-01   6.15
2006-02-01   6.09
2006-03-01   6.31
2006-04-01   6.68
2006-05-01   6.80
2006-06-01   6.79
2006-07-01   6.75
2006-08-01   6.60
2006-09-01   6.42
2006-10-01   6.36
2006-11-01   6.07
2006-12-01   6.09
2007-01-01   6.22
2007-02-01   6.13
2007-03-01   6.19
2007-04-01   6.34
2007-05-01   6.32
2007-06-01   6.61
2007-07-01   6.61
2007-08-01   6.66
2007-09-01   6.55
2007-10-01   6.38
2007-11-01   6.47
2007-12-01   6.69
2008-01-01   6.72
2008-02-01   7.06
2008-03-01   6.99
2008-04-01   6.96
2008-05-01   6.77
2008-06-01   6.95
2008-07-01   7.04
2008-08-01   6.91
2008-09-01   6.87
2008-10-01   7.25
2008-11-01   7.41
2008-12-01   6.35
2009-01-01   6.30
2009-02-01   7.08
2009-03-01   7.85
2009-04-01   6.91
2009-05-01   6.76
2009-06-01   6.54
2009-07-01   6.46
2009-08-01   6.20
2009-09-01   6.07
2009-10-01   6.07
2009-11-01   6.29
2009-12-01   6.46
2010-01-01   6.47
2010-02-01   6.63
2010-03-01   6.58
2010-04-01   6.47
2010-05-01   6.26
2010-06-01   6.29
2010-07-01   6.11
2010-08-01   5.88
2010-09-01   6.04
2010-10-01   6.22
2010-11-01   6.52
2010-12-01   6.53
2011-01-01   6.42
2011-02-01   6.55
2011-03-01   6.47
2011-04-01   6.45
2011-05-01   6.21
2011-06-01   6.33
2011-07-01   6.29
2011-08-01   6.02
2011-09-01   5.81
2011-10-01   5.50
2011-11-01   5.26
2011-12-01   5.25
2012-01-01   5.19
2012-02-01   5.08
2012-03-01   5.18
2012-04-01   5.14
2012-05-01   5.04
2012-06-01   4.93
2012-07-01   4.50
2012-08-01   4.51
2012-09-01   4.67
2012-10-01   4.58
2012-11-01   4.60
2012-12-01   4.77
2013-01-01   4.89
2013-02-01   5.02
2013-03-01   5.11
2013-04-01   4.89
2013-05-01   5.01
2013-06-01   5.43
2013-07-01   5.44
2013-08-01   5.58
2013-09-01   5.62
2013-10-01   5.52
2013-11-01   5.66
2013-12-01   5.60
2014-01-01   5.40
2014-02-01   5.36
2014-03-01   5.31
2014-04-01   5.15
2014-05-01   5.02
2014-06-01   5.09
2014-07-01   5.02
2014-08-01   4.96
2014-09-01   5.05
2014-10-01   4.88
2014-11-01   4.97
2014-12-01   4.79
2015-01-01   4.40
2015-02-01   4.47
2015-03-01   4.50
2015-04-01   4.47
2015-05-01   4.99
2015-06-01   5.21
2015-07-01   5.13
2015-08-01   4.98
2015-09-01   5.07
2015-10-01   5.04
2015-11-01   5.13
2015-12-01   5.01
2016-01-01   5.02
2016-02-01   5.03
2016-03-01   4.84
2016-04-01   4.62
2016-05-01   4.62
2016-06-01   4.48
2016-07-01   4.16
2016-08-01   4.18
2016-09-01   4.30
2016-10-01   4.39
2016-11-01   4.71
