Title:               58-Year High Quality Market (HQM) Corporate Bond Spot Rate
1994-07-01   9.03
1994-08-01   8.97
1994-09-01   9.28
1994-10-01   9.35
1994-11-01   9.32
1994-12-01   8.86
1995-01-01   8.91
1995-02-01   8.91
1995-03-01   9.03
1995-04-01   9.05
1995-05-01   8.62
1995-06-01   8.32
1995-07-01   8.54
1995-08-01   8.64
1995-09-01   8.42
1995-10-01   8.11
1995-11-01   7.94
1995-12-01   7.74
1996-01-01   7.74
1996-02-01   8.11
1996-03-01   8.42
1996-04-01   8.53
1996-05-01   8.45
1996-06-01   8.51
1996-07-01   8.44
1996-08-01   8.25
1996-09-01   8.46
1996-10-01   8.27
1996-11-01   7.98
1996-12-01   8.03
1997-01-01   8.20
1997-02-01   8.11
1997-03-01   8.36
1997-04-01   8.54
1997-05-01   8.46
1997-06-01   8.34
1997-07-01   8.03
1997-08-01   8.04
1997-09-01   7.99
1997-10-01   7.85
1997-11-01   7.63
1997-12-01   7.43
1998-01-01   7.40
1998-02-01   7.47
1998-03-01   7.45
1998-04-01   7.39
1998-05-01   7.33
1998-06-01   7.09
1998-07-01   7.17
1998-08-01   7.21
1998-09-01   7.54
1998-10-01   7.77
1998-11-01   7.69
1998-12-01   7.43
1999-01-01   7.43
1999-02-01   7.41
1999-03-01   7.56
1999-04-01   7.56
1999-05-01   7.72
1999-06-01   7.91
1999-07-01   7.91
1999-08-01   8.11
1999-09-01   8.29
1999-10-01   8.42
1999-11-01   8.09
1999-12-01   8.16
2000-01-01   8.13
2000-02-01   7.98
2000-03-01   8.18
2000-04-01   8.26
2000-05-01   8.58
2000-06-01   8.17
2000-07-01   8.03
2000-08-01   8.09
2000-09-01   8.34
2000-10-01   8.47
2000-11-01   8.45
2000-12-01   8.46
2001-01-01   8.16
2001-02-01   8.09
2001-03-01   8.15
2001-04-01   8.40
2001-05-01   8.21
2001-06-01   8.02
2001-07-01   7.97
2001-08-01   7.95
2001-09-01   8.46
2001-10-01   8.12
2001-11-01   7.66
2001-12-01   7.52
2002-01-01   7.31
2002-02-01   7.24
2002-03-01   7.53
2002-04-01   7.61
2002-05-01   7.65
2002-06-01   7.66
2002-07-01   7.95
2002-08-01   7.92
2002-09-01   7.48
2002-10-01   7.95
2002-11-01   7.70
2002-12-01   7.48
2003-01-01   7.56
2003-02-01   7.30
2003-03-01   7.37
2003-04-01   7.30
2003-05-01   6.77
2003-06-01   6.72
2003-07-01   7.30
2003-08-01   7.73
2003-09-01   7.43
2003-10-01   7.38
2003-11-01   7.22
2003-12-01   7.19
2004-01-01   7.11
2004-02-01   7.12
2004-03-01   6.99
2004-04-01   7.25
2004-05-01   7.41
2004-06-01   7.27
2004-07-01   7.16
2004-08-01   7.09
2004-09-01   6.91
2004-10-01   6.84
2004-11-01   6.69
2004-12-01   6.54
2005-01-01   6.31
2005-02-01   6.03
2005-03-01   6.24
2005-04-01   6.27
2005-05-01   6.23
2005-06-01   6.00
2005-07-01   6.07
2005-08-01   6.07
2005-09-01   6.22
2005-10-01   6.43
2005-11-01   6.50
2005-12-01   6.38
2006-01-01   6.28
2006-02-01   6.19
2006-03-01   6.42
2006-04-01   6.79
2006-05-01   6.91
2006-06-01   6.90
2006-07-01   6.85
2006-08-01   6.72
2006-09-01   6.54
2006-10-01   6.47
2006-11-01   6.15
2006-12-01   6.18
2007-01-01   6.29
2007-02-01   6.18
2007-03-01   6.27
2007-04-01   6.43
2007-05-01   6.40
2007-06-01   6.68
2007-07-01   6.67
2007-08-01   6.74
2007-09-01   6.62
2007-10-01   6.43
2007-11-01   6.54
2007-12-01   6.78
2008-01-01   6.82
2008-02-01   7.19
2008-03-01   7.06
2008-04-01   7.06
2008-05-01   6.79
2008-06-01   6.96
2008-07-01   7.02
2008-08-01   6.86
2008-09-01   6.72
2008-10-01   6.89
2008-11-01   7.15
2008-12-01   6.12
2009-01-01   6.12
2009-02-01   7.04
2009-03-01   7.92
2009-04-01   6.81
2009-05-01   6.62
2009-06-01   6.47
2009-07-01   6.42
2009-08-01   6.18
2009-09-01   6.09
2009-10-01   6.09
2009-11-01   6.37
2009-12-01   6.54
2010-01-01   6.56
2010-02-01   6.74
2010-03-01   6.70
2010-04-01   6.58
2010-05-01   6.38
2010-06-01   6.43
2010-07-01   6.25
2010-08-01   6.03
2010-09-01   6.24
2010-10-01   6.46
2010-11-01   6.79
2010-12-01   6.74
2011-01-01   6.60
2011-02-01   6.73
2011-03-01   6.66
2011-04-01   6.64
2011-05-01   6.40
2011-06-01   6.54
2011-07-01   6.50
2011-08-01   6.27
2011-09-01   6.04
2011-10-01   5.64
2011-11-01   5.36
2011-12-01   5.35
2012-01-01   5.29
2012-02-01   5.15
2012-03-01   5.26
2012-04-01   5.22
2012-05-01   5.15
2012-06-01   5.05
2012-07-01   4.57
2012-08-01   4.57
2012-09-01   4.75
2012-10-01   4.68
2012-11-01   4.72
2012-12-01   4.92
2013-01-01   5.02
2013-02-01   5.17
2013-03-01   5.28
2013-04-01   5.05
2013-05-01   5.17
2013-06-01   5.58
2013-07-01   5.54
2013-08-01   5.67
2013-09-01   5.72
2013-10-01   5.64
2013-11-01   5.79
2013-12-01   5.71
2014-01-01   5.51
2014-02-01   5.50
2014-03-01   5.45
2014-04-01   5.29
2014-05-01   5.16
2014-06-01   5.25
2014-07-01   5.18
2014-08-01   5.13
2014-09-01   5.21
2014-10-01   5.05
2014-11-01   5.14
2014-12-01   4.96
2015-01-01   4.55
2015-02-01   4.61
2015-03-01   4.63
2015-04-01   4.60
2015-05-01   5.15
2015-06-01   5.36
2015-07-01   5.27
2015-08-01   5.11
2015-09-01   5.19
2015-10-01   5.17
2015-11-01   5.27
2015-12-01   5.11
2016-01-01   5.13
2016-02-01   5.16
2016-03-01   4.96
2016-04-01   4.73
2016-05-01   4.75
2016-06-01   4.62
2016-07-01   4.27
2016-08-01   4.29
2016-09-01   4.42
2016-10-01   4.52
2016-11-01   4.83
