Title:               99.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2005-07-01   6.18
2005-08-01   6.17
2005-09-01   6.33
2005-10-01   6.54
2005-11-01   6.61
2005-12-01   6.49
2006-01-01   6.37
2006-02-01   6.25
2006-03-01   6.50
2006-04-01   6.88
2006-05-01   6.99
2006-06-01   6.98
2006-07-01   6.93
2006-08-01   6.80
2006-09-01   6.62
2006-10-01   6.54
2006-11-01   6.20
2006-12-01   6.24
2007-01-01   6.35
2007-02-01   6.22
2007-03-01   6.34
2007-04-01   6.50
2007-05-01   6.46
2007-06-01   6.73
2007-07-01   6.72
2007-08-01   6.80
2007-09-01   6.68
2007-10-01   6.46
2007-11-01   6.60
2007-12-01   6.84
2008-01-01   6.90
2008-02-01   7.29
2008-03-01   7.11
2008-04-01   7.13
2008-05-01   6.81
2008-06-01   6.96
2008-07-01   7.01
2008-08-01   6.83
2008-09-01   6.60
2008-10-01   6.63
2008-11-01   6.96
2008-12-01   5.96
2009-01-01   5.99
2009-02-01   7.02
2009-03-01   7.96
2009-04-01   6.73
2009-05-01   6.52
2009-06-01   6.41
2009-07-01   6.38
2009-08-01   6.16
2009-09-01   6.10
2009-10-01   6.11
2009-11-01   6.43
2009-12-01   6.61
2010-01-01   6.63
2010-02-01   6.81
2010-03-01   6.79
2010-04-01   6.66
2010-05-01   6.46
2010-06-01   6.53
2010-07-01   6.36
2010-08-01   6.14
2010-09-01   6.39
2010-10-01   6.63
2010-11-01   6.98
2010-12-01   6.90
2011-01-01   6.73
2011-02-01   6.87
2011-03-01   6.79
2011-04-01   6.78
2011-05-01   6.53
2011-06-01   6.70
2011-07-01   6.65
2011-08-01   6.44
2011-09-01   6.21
2011-10-01   5.75
2011-11-01   5.43
2011-12-01   5.42
2012-01-01   5.36
2012-02-01   5.20
2012-03-01   5.31
2012-04-01   5.28
2012-05-01   5.23
2012-06-01   5.14
2012-07-01   4.62
2012-08-01   4.61
2012-09-01   4.82
2012-10-01   4.76
2012-11-01   4.82
2012-12-01   5.03
2013-01-01   5.12
2013-02-01   5.27
2013-03-01   5.40
2013-04-01   5.17
2013-05-01   5.28
2013-06-01   5.69
2013-07-01   5.62
2013-08-01   5.75
2013-09-01   5.80
2013-10-01   5.73
2013-11-01   5.88
2013-12-01   5.79
2014-01-01   5.59
2014-02-01   5.59
2014-03-01   5.56
2014-04-01   5.39
2014-05-01   5.26
2014-06-01   5.36
2014-07-01   5.30
2014-08-01   5.25
2014-09-01   5.33
2014-10-01   5.17
2014-11-01   5.26
2014-12-01   5.07
2015-01-01   4.65
2015-02-01   4.71
2015-03-01   4.73
2015-04-01   4.69
2015-05-01   5.27
2015-06-01   5.48
2015-07-01   5.37
2015-08-01   5.21
2015-09-01   5.28
2015-10-01   5.27
2015-11-01   5.36
2015-12-01   5.19
2016-01-01   5.21
2016-02-01   5.26
2016-03-01   5.04
2016-04-01   4.81
2016-05-01   4.85
2016-06-01   4.72
2016-07-01   4.35
2016-08-01   4.37
2016-09-01   4.51
2016-10-01   4.61
2016-11-01   4.92
