Title:               2.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2008-03-01   4.23
2008-04-01   4.71
2008-05-01   4.86
2008-06-01   5.19
2008-07-01   5.28
2008-08-01   5.31
2008-09-01   5.99
2008-10-01   7.64
2008-11-01   7.65
2008-12-01   7.14
2009-01-01   5.34
2009-02-01   5.16
2009-03-01   5.50
2009-04-01   5.17
2009-05-01   4.21
2009-06-01   3.85
2009-07-01   3.31
2009-08-01   3.04
2009-09-01   2.64
2009-10-01   2.48
2009-11-01   2.19
2009-12-01   2.22
2010-01-01   2.18
2010-02-01   2.10
2010-03-01   2.11
2010-04-01   2.12
2010-05-01   2.11
2010-06-01   2.14
2010-07-01   1.85
2010-08-01   1.62
2010-09-01   1.54
2010-10-01   1.35
2010-11-01   1.45
2010-12-01   1.79
2011-01-01   1.77
2011-02-01   1.87
2011-03-01   1.74
2011-04-01   1.76
2011-05-01   1.53
2011-06-01   1.48
2011-07-01   1.51
2011-08-01   1.75
2011-09-01   1.96
2011-10-01   2.13
2011-11-01   2.02
2011-12-01   2.11
2012-01-01   1.86
2012-02-01   1.53
2012-03-01   1.53
2012-04-01   1.52
2012-05-01   1.60
2012-06-01   1.63
2012-07-01   1.24
2012-08-01   1.12
2012-09-01   0.97
2012-10-01   0.94
2012-11-01   0.95
2012-12-01   0.98
2013-01-01   0.96
2013-02-01   0.93
2013-03-01   0.90
2013-04-01   0.89
2013-05-01   0.91
2013-06-01   1.15
2013-07-01   1.22
2013-08-01   1.22
2013-09-01   1.25
2013-10-01   1.08
2013-11-01   1.00
2013-12-01   1.08
2014-01-01   1.09
2014-02-01   1.00
2014-03-01   1.07
2014-04-01   1.09
2014-05-01   1.04
2014-06-01   1.12
2014-07-01   1.17
2014-08-01   1.16
2014-09-01   1.34
2014-10-01   1.21
2014-11-01   1.34
2014-12-01   1.46
2015-01-01   1.33
2015-02-01   1.36
2015-03-01   1.37
2015-04-01   1.26
2015-05-01   1.36
2015-06-01   1.57
2015-07-01   1.61
2015-08-01   1.66
2015-09-01   1.71
2015-10-01   1.64
2015-11-01   1.83
2015-12-01   1.90
2016-01-01   1.86
2016-02-01   1.82
2016-03-01   1.78
2016-04-01   1.53
2016-05-01   1.55
2016-06-01   1.46
2016-07-01   1.38
2016-08-01   1.42
2016-09-01   1.49
2016-10-01   1.60
2016-11-01   1.82
