Title:               24.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1988-04-01  10.06
1988-05-01  10.42
1988-06-01  10.18
1988-07-01  10.30
1988-08-01  10.28
1988-09-01  10.06
1988-10-01   9.88
1988-11-01   9.85
1988-12-01   9.83
1989-01-01   9.83
1989-02-01   9.90
1989-03-01   9.95
1989-04-01   9.77
1989-05-01   9.64
1989-06-01   9.24
1989-07-01   9.15
1989-08-01   9.14
1989-09-01   9.16
1989-10-01   9.06
1989-11-01   8.97
1989-12-01   8.95
1990-01-01   9.10
1990-02-01   9.34
1990-03-01   9.48
1990-04-01   9.61
1990-05-01   9.77
1990-06-01   9.58
1990-07-01   9.62
1990-08-01  10.16
1990-09-01  10.35
1990-10-01  10.40
1990-11-01  10.17
1990-12-01   9.88
1991-01-01   9.84
1991-02-01   9.54
1991-03-01   9.76
1991-04-01   9.58
1991-05-01   9.67
1991-06-01   9.86
1991-07-01   9.83
1991-08-01   9.56
1991-09-01   9.42
1991-10-01   9.56
1991-11-01   9.60
1991-12-01   9.47
1992-01-01   9.38
1992-02-01   9.45
1992-03-01   9.44
1992-04-01   9.39
1992-05-01   9.28
1992-06-01   9.21
1992-07-01   9.15
1992-08-01   9.03
1992-09-01   9.04
1992-10-01   9.33
1992-11-01   9.26
1992-12-01   8.94
1993-01-01   8.87
1993-02-01   8.58
1993-03-01   8.31
1993-04-01   8.41
1993-05-01   8.51
1993-06-01   8.37
1993-07-01   8.10
1993-08-01   7.72
1993-09-01   7.54
1993-10-01   7.54
1993-11-01   7.80
1993-12-01   7.76
1994-01-01   7.76
1994-02-01   7.87
1994-03-01   8.19
1994-04-01   8.53
1994-05-01   8.56
1994-06-01   8.61
1994-07-01   8.74
1994-08-01   8.66
1994-09-01   8.94
1994-10-01   9.09
1994-11-01   9.12
1994-12-01   8.77
1995-01-01   8.78
1995-02-01   8.66
1995-03-01   8.64
1995-04-01   8.61
1995-05-01   8.18
1995-06-01   7.83
1995-07-01   8.01
1995-08-01   8.15
1995-09-01   7.89
1995-10-01   7.64
1995-11-01   7.51
1995-12-01   7.29
1996-01-01   7.28
1996-02-01   7.59
1996-03-01   7.93
1996-04-01   8.07
1996-05-01   8.12
1996-06-01   8.22
1996-07-01   8.16
1996-08-01   7.96
1996-09-01   8.15
1996-10-01   7.92
1996-11-01   7.61
1996-12-01   7.68
1997-01-01   7.89
1997-02-01   7.77
1997-03-01   8.01
1997-04-01   8.19
1997-05-01   8.09
1997-06-01   7.91
1997-07-01   7.61
1997-08-01   7.66
1997-09-01   7.58
1997-10-01   7.44
1997-11-01   7.27
1997-12-01   7.11
1998-01-01   7.02
1998-02-01   7.10
1998-03-01   7.10
1998-04-01   7.06
1998-05-01   7.03
1998-06-01   6.82
1998-07-01   6.87
1998-08-01   6.90
1998-09-01   7.01
1998-10-01   7.11
1998-11-01   7.15
1998-12-01   6.90
1999-01-01   6.90
1999-02-01   6.99
1999-03-01   7.16
1999-04-01   7.15
1999-05-01   7.41
1999-06-01   7.69
1999-07-01   7.66
1999-08-01   7.87
1999-09-01   7.95
1999-10-01   8.08
1999-11-01   7.82
1999-12-01   7.96
2000-01-01   8.09
2000-02-01   7.95
2000-03-01   8.03
2000-04-01   8.06
2000-05-01   8.47
2000-06-01   8.10
2000-07-01   7.98
2000-08-01   7.95
2000-09-01   8.14
2000-10-01   8.23
2000-11-01   8.19
2000-12-01   8.04
2001-01-01   7.80
2001-02-01   7.72
2001-03-01   7.68
2001-04-01   7.94
2001-05-01   7.85
2001-06-01   7.68
2001-07-01   7.64
2001-08-01   7.53
2001-09-01   7.92
2001-10-01   7.60
2001-11-01   7.24
2001-12-01   7.28
2002-01-01   7.12
2002-02-01   7.04
2002-03-01   7.32
2002-04-01   7.36
2002-05-01   7.39
2002-06-01   7.30
2002-07-01   7.47
2002-08-01   7.38
2002-09-01   6.98
2002-10-01   7.29
2002-11-01   7.07
2002-12-01   6.88
2003-01-01   6.87
2003-02-01   6.67
2003-03-01   6.67
2003-04-01   6.63
2003-05-01   6.15
2003-06-01   6.01
2003-07-01   6.60
2003-08-01   7.04
2003-09-01   6.78
2003-10-01   6.75
2003-11-01   6.64
2003-12-01   6.60
2004-01-01   6.50
2004-02-01   6.47
2004-03-01   6.31
2004-04-01   6.66
2004-05-01   6.92
2004-06-01   6.85
2004-07-01   6.69
2004-08-01   6.55
2004-09-01   6.37
2004-10-01   6.31
2004-11-01   6.24
2004-12-01   6.15
2005-01-01   5.98
2005-02-01   5.75
2005-03-01   5.98
2005-04-01   5.95
2005-05-01   5.85
2005-06-01   5.63
2005-07-01   5.73
2005-08-01   5.75
2005-09-01   5.82
2005-10-01   6.05
2005-11-01   6.13
2005-12-01   6.04
2006-01-01   5.96
2006-02-01   5.96
2006-03-01   6.16
2006-04-01   6.51
2006-05-01   6.63
2006-06-01   6.63
2006-07-01   6.60
2006-08-01   6.42
2006-09-01   6.25
2006-10-01   6.22
2006-11-01   5.97
2006-12-01   5.97
2007-01-01   6.11
2007-02-01   6.05
2007-03-01   6.07
2007-04-01   6.21
2007-05-01   6.21
2007-06-01   6.51
2007-07-01   6.51
2007-08-01   6.55
2007-09-01   6.46
2007-10-01   6.31
2007-11-01   6.38
2007-12-01   6.57
2008-01-01   6.57
2008-02-01   6.87
2008-03-01   6.90
2008-04-01   6.83
2008-05-01   6.74
2008-06-01   6.94
2008-07-01   7.06
2008-08-01   6.97
2008-09-01   7.10
2008-10-01   7.77
2008-11-01   7.79
2008-12-01   6.68
2009-01-01   6.57
2009-02-01   7.14
2009-03-01   7.76
2009-04-01   7.08
2009-05-01   6.97
2009-06-01   6.67
2009-07-01   6.54
2009-08-01   6.25
2009-09-01   6.06
2009-10-01   6.03
2009-11-01   6.19
2009-12-01   6.34
2010-01-01   6.34
2010-02-01   6.50
2010-03-01   6.41
2010-04-01   6.32
2010-05-01   6.10
2010-06-01   6.10
2010-07-01   5.91
2010-08-01   5.68
2010-09-01   5.75
2010-10-01   5.89
2010-11-01   6.15
2010-12-01   6.23
2011-01-01   6.18
2011-02-01   6.28
2011-03-01   6.20
2011-04-01   6.18
2011-05-01   5.95
2011-06-01   6.03
2011-07-01   6.00
2011-08-01   5.68
2011-09-01   5.48
2011-10-01   5.30
2011-11-01   5.13
2011-12-01   5.11
2012-01-01   5.05
2012-02-01   4.98
2012-03-01   5.09
2012-04-01   5.04
2012-05-01   4.90
2012-06-01   4.77
2012-07-01   4.40
2012-08-01   4.45
2012-09-01   4.56
2012-10-01   4.45
2012-11-01   4.43
2012-12-01   4.57
2013-01-01   4.71
2013-02-01   4.83
2013-03-01   4.89
2013-04-01   4.66
2013-05-01   4.80
2013-06-01   5.23
2013-07-01   5.30
2013-08-01   5.44
2013-09-01   5.48
2013-10-01   5.37
2013-11-01   5.49
2013-12-01   5.45
2014-01-01   5.26
2014-02-01   5.18
2014-03-01   5.11
2014-04-01   4.96
2014-05-01   4.82
2014-06-01   4.88
2014-07-01   4.80
2014-08-01   4.73
2014-09-01   4.82
2014-10-01   4.65
2014-11-01   4.72
2014-12-01   4.57
2015-01-01   4.21
2015-02-01   4.28
2015-03-01   4.32
2015-04-01   4.29
2015-05-01   4.77
2015-06-01   4.99
2015-07-01   4.94
2015-08-01   4.80
2015-09-01   4.90
2015-10-01   4.85
2015-11-01   4.96
2015-12-01   4.87
2016-01-01   4.87
2016-02-01   4.86
2016-03-01   4.69
2016-04-01   4.46
2016-05-01   4.43
2016-06-01   4.29
2016-07-01   4.01
2016-08-01   4.02
2016-09-01   4.13
2016-10-01   4.22
2016-11-01   4.55
