Title:               30-Year 3-5/8% Treasury Inflation-Indexed Bond, Due 4/15/2028©
2008-02-01   1.89
2008-03-01   1.81
2008-04-01   1.95
2008-05-01   2.04
2008-06-01   2.23
2008-07-01   2.13
2008-08-01   2.17
2008-09-01   2.29
2008-10-01   2.94
2008-11-01   3.12
2008-12-01   2.49
2009-01-01   2.58
2009-02-01   2.48
2009-03-01   2.41
2009-04-01   2.40
2009-05-01   2.49
2009-06-01   2.46
2009-07-01   2.36
2009-08-01   2.29
2009-09-01   2.19
2009-10-01   2.09
2009-11-01   1.94
2009-12-01   2.02
2010-01-01   2.02
2010-02-01   2.10
2010-03-01   2.15
2010-04-01   2.05
2010-05-01   1.80
2010-06-01   1.77
2010-07-01   1.83
2010-08-01   1.63
2010-09-01   1.46
2010-10-01   1.24
2010-11-01   1.34
2010-12-01   1.70
2011-01-01   1.76
2011-02-01   1.93
2011-03-01   1.66
2011-04-01   1.55
2011-05-01   1.47
2011-06-01   1.46
2011-07-01   1.30
2011-08-01   0.73
2011-09-01   0.68
2011-10-01   0.73
2011-11-01   0.50
2011-12-01   0.50
2012-01-01   0.43
2012-02-01   0.33
2012-03-01   0.45
2012-04-01   0.35
2012-05-01   0.17
2012-06-01   0.03
2012-07-01  -0.06
2012-08-01   0.00
2012-09-01  -0.09
2012-10-01  -0.17
2012-11-01  -0.23
2012-12-01  -0.25
2013-01-01  -0.11
2013-02-01  -0.04
2013-03-01  -0.06
2013-04-01  -0.21
2013-05-01   0.06
2013-06-01   0.66
2013-07-01   0.83
2013-08-01   0.90
2013-09-01   0.99
2013-10-01   0.80
2013-11-01   0.95
2013-12-01   1.11
2014-01-01   0.96
2014-02-01   0.88
2014-03-01   0.86
2014-04-01   0.81
2014-05-01   0.62
2014-06-01   0.65
2014-07-01   0.54
2014-08-01   0.47
2014-09-01   0.69
2014-10-01   0.60
2014-11-01   0.64
2014-12-01   0.62
2015-01-01   0.44
2015-02-01   0.45
2015-03-01   0.42
2015-04-01   0.29
2015-05-01   0.53
2015-06-01   0.66
2015-07-01   0.65
2015-08-01   0.69
2015-09-01   0.85
2015-10-01   0.76
2015-11-01   0.86
2015-12-01   0.90
2016-01-01   0.87
2016-02-01   0.69
2016-03-01   0.57
2016-04-01   0.40
2016-05-01   0.41
2016-06-01   0.36
2016-07-01   0.24
2016-08-01   0.30
2016-09-01   0.32
2016-10-01   0.32
2016-11-01   0.53
2016-12-01   0.75
