Title:               53-Year High Quality Market (HQM) Corporate Bond Spot Rate
2011-12-01   5.33
2012-01-01   5.27
2012-02-01   5.14
2012-03-01   5.25
2012-04-01   5.21
2012-05-01   5.13
2012-06-01   5.03
2012-07-01   4.56
2012-08-01   4.56
2012-09-01   4.74
2012-10-01   4.66
2012-11-01   4.70
2012-12-01   4.89
2013-01-01   5.00
2013-02-01   5.14
2013-03-01   5.25
2013-04-01   5.02
2013-05-01   5.14
2013-06-01   5.55
2013-07-01   5.53
2013-08-01   5.66
2013-09-01   5.71
2013-10-01   5.62
2013-11-01   5.77
2013-12-01   5.69
2014-01-01   5.49
2014-02-01   5.48
2014-03-01   5.43
2014-04-01   5.27
2014-05-01   5.13
2014-06-01   5.22
2014-07-01   5.15
2014-08-01   5.10
2014-09-01   5.18
2014-10-01   5.02
2014-11-01   5.11
2014-12-01   4.93
2015-01-01   4.52
2015-02-01   4.59
2015-03-01   4.61
2015-04-01   4.58
2015-05-01   5.12
2015-06-01   5.34
2015-07-01   5.25
2015-08-01   5.09
2015-09-01   5.17
2015-10-01   5.15
2015-11-01   5.24
2015-12-01   5.09
2016-01-01   5.11
2016-02-01   5.14
2016-03-01   4.94
2016-04-01   4.71
2016-05-01   4.73
2016-06-01   4.59
2016-07-01   4.25
2016-08-01   4.27
2016-09-01   4.40
2016-10-01   4.50
2016-11-01   4.81
