Title:               45.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2000-08-01   8.06
2000-09-01   8.30
2000-10-01   8.42
2000-11-01   8.40
2000-12-01   8.38
2001-01-01   8.09
2001-02-01   8.02
2001-03-01   8.05
2001-04-01   8.31
2001-05-01   8.14
2001-06-01   7.95
2001-07-01   7.90
2001-08-01   7.86
2001-09-01   8.35
2001-10-01   8.01
2001-11-01   7.58
2001-12-01   7.47
2002-01-01   7.27
2002-02-01   7.20
2002-03-01   7.49
2002-04-01   7.56
2002-05-01   7.60
2002-06-01   7.58
2002-07-01   7.85
2002-08-01   7.82
2002-09-01   7.38
2002-10-01   7.82
2002-11-01   7.57
2002-12-01   7.36
2003-01-01   7.42
2003-02-01   7.17
2003-03-01   7.23
2003-04-01   7.17
2003-05-01   6.64
2003-06-01   6.58
2003-07-01   7.16
2003-08-01   7.59
2003-09-01   7.30
2003-10-01   7.25
2003-11-01   7.10
2003-12-01   7.07
2004-01-01   6.99
2004-02-01   6.99
2004-03-01   6.85
2004-04-01   7.13
2004-05-01   7.31
2004-06-01   7.19
2004-07-01   7.07
2004-08-01   6.98
2004-09-01   6.80
2004-10-01   6.74
2004-11-01   6.60
2004-12-01   6.46
2005-01-01   6.24
2005-02-01   5.98
2005-03-01   6.19
2005-04-01   6.20
2005-05-01   6.15
2005-06-01   5.92
2005-07-01   6.00
2005-08-01   6.01
2005-09-01   6.14
2005-10-01   6.35
2005-11-01   6.42
2005-12-01   6.32
2006-01-01   6.21
2006-02-01   6.14
2006-03-01   6.37
2006-04-01   6.74
2006-05-01   6.85
2006-06-01   6.84
2006-07-01   6.80
2006-08-01   6.66
2006-09-01   6.48
2006-10-01   6.42
2006-11-01   6.11
2006-12-01   6.14
2007-01-01   6.26
2007-02-01   6.16
2007-03-01   6.23
2007-04-01   6.39
2007-05-01   6.36
2007-06-01   6.64
2007-07-01   6.64
2007-08-01   6.71
2007-09-01   6.59
2007-10-01   6.40
2007-11-01   6.51
2007-12-01   6.74
2008-01-01   6.77
2008-02-01   7.13
2008-03-01   7.02
2008-04-01   7.01
2008-05-01   6.78
2008-06-01   6.95
2008-07-01   7.03
2008-08-01   6.88
2008-09-01   6.79
2008-10-01   7.07
2008-11-01   7.28
2008-12-01   6.23
2009-01-01   6.21
2009-02-01   7.06
2009-03-01   7.89
2009-04-01   6.86
2009-05-01   6.69
2009-06-01   6.50
2009-07-01   6.44
2009-08-01   6.19
2009-09-01   6.08
2009-10-01   6.08
2009-11-01   6.33
2009-12-01   6.50
2010-01-01   6.52
2010-02-01   6.69
2010-03-01   6.65
2010-04-01   6.52
2010-05-01   6.32
2010-06-01   6.36
2010-07-01   6.18
2010-08-01   5.96
2010-09-01   6.14
2010-10-01   6.34
2010-11-01   6.66
2010-12-01   6.64
2011-01-01   6.51
2011-02-01   6.64
2011-03-01   6.56
2011-04-01   6.55
2011-05-01   6.31
2011-06-01   6.44
2011-07-01   6.40
2011-08-01   6.15
2011-09-01   5.93
2011-10-01   5.57
2011-11-01   5.31
2011-12-01   5.30
2012-01-01   5.24
2012-02-01   5.11
2012-03-01   5.22
2012-04-01   5.18
2012-05-01   5.10
2012-06-01   4.99
2012-07-01   4.53
2012-08-01   4.54
2012-09-01   4.71
2012-10-01   4.63
2012-11-01   4.66
2012-12-01   4.85
2013-01-01   4.96
2013-02-01   5.10
2013-03-01   5.20
2013-04-01   4.97
2013-05-01   5.09
2013-06-01   5.51
2013-07-01   5.49
2013-08-01   5.63
2013-09-01   5.67
2013-10-01   5.58
2013-11-01   5.73
2013-12-01   5.65
2014-01-01   5.46
2014-02-01   5.43
2014-03-01   5.38
2014-04-01   5.22
2014-05-01   5.09
2014-06-01   5.17
2014-07-01   5.10
2014-08-01   5.05
2014-09-01   5.13
2014-10-01   4.97
2014-11-01   5.05
2014-12-01   4.88
2015-01-01   4.48
2015-02-01   4.54
2015-03-01   4.57
2015-04-01   4.53
2015-05-01   5.07
2015-06-01   5.29
2015-07-01   5.20
2015-08-01   5.05
2015-09-01   5.13
2015-10-01   5.11
2015-11-01   5.20
2015-12-01   5.06
2016-01-01   5.07
2016-02-01   5.10
2016-03-01   4.90
2016-04-01   4.68
2016-05-01   4.69
2016-06-01   4.55
2016-07-01   4.22
2016-08-01   4.24
2016-09-01   4.36
2016-10-01   4.46
2016-11-01   4.77
