Title:               18.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2011-08-01   5.35
2011-09-01   5.16
2011-10-01   5.12
2011-11-01   5.02
2011-12-01   4.98
2012-01-01   4.94
2012-02-01   4.91
2012-03-01   5.02
2012-04-01   4.97
2012-05-01   4.78
2012-06-01   4.62
2012-07-01   4.34
2012-08-01   4.41
2012-09-01   4.48
2012-10-01   4.34
2012-11-01   4.29
2012-12-01   4.40
2013-01-01   4.56
2013-02-01   4.66
2013-03-01   4.70
2013-04-01   4.47
2013-05-01   4.62
2013-06-01   5.06
2013-07-01   5.19
2013-08-01   5.34
2013-09-01   5.37
2013-10-01   5.24
2013-11-01   5.34
2013-12-01   5.33
2014-01-01   5.14
2014-02-01   5.03
2014-03-01   4.93
2014-04-01   4.78
2014-05-01   4.65
2014-06-01   4.68
2014-07-01   4.59
2014-08-01   4.51
2014-09-01   4.61
2014-10-01   4.43
2014-11-01   4.50
2014-12-01   4.35
2015-01-01   4.02
2015-02-01   4.10
2015-03-01   4.15
2015-04-01   4.13
2015-05-01   4.56
2015-06-01   4.79
2015-07-01   4.77
2015-08-01   4.64
2015-09-01   4.75
2015-10-01   4.68
2015-11-01   4.80
2015-12-01   4.75
2016-01-01   4.75
2016-02-01   4.71
2016-03-01   4.56
2016-04-01   4.34
2016-05-01   4.27
2016-06-01   4.12
2016-07-01   3.87
2016-08-01   3.89
2016-09-01   3.97
2016-10-01   4.07
2016-11-01   4.40
