Title:               55.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
1998-01-01   7.39
1998-02-01   7.46
1998-03-01   7.43
1998-04-01   7.38
1998-05-01   7.32
1998-06-01   7.08
1998-07-01   7.16
1998-08-01   7.20
1998-09-01   7.52
1998-10-01   7.75
1998-11-01   7.67
1998-12-01   7.41
1999-01-01   7.41
1999-02-01   7.39
1999-03-01   7.55
1999-04-01   7.55
1999-05-01   7.71
1999-06-01   7.90
1999-07-01   7.90
1999-08-01   8.11
1999-09-01   8.28
1999-10-01   8.41
1999-11-01   8.08
1999-12-01   8.15
2000-01-01   8.13
2000-02-01   7.98
2000-03-01   8.18
2000-04-01   8.25
2000-05-01   8.58
2000-06-01   8.17
2000-07-01   8.03
2000-08-01   8.08
2000-09-01   8.33
2000-10-01   8.47
2000-11-01   8.44
2000-12-01   8.45
2001-01-01   8.15
2001-02-01   8.08
2001-03-01   8.13
2001-04-01   8.39
2001-05-01   8.20
2001-06-01   8.01
2001-07-01   7.96
2001-08-01   7.93
2001-09-01   8.44
2001-10-01   8.10
2001-11-01   7.65
2001-12-01   7.51
2002-01-01   7.30
2002-02-01   7.23
2002-03-01   7.52
2002-04-01   7.61
2002-05-01   7.64
2002-06-01   7.64
2002-07-01   7.93
2002-08-01   7.91
2002-09-01   7.46
2002-10-01   7.93
2002-11-01   7.68
2002-12-01   7.46
2003-01-01   7.54
2003-02-01   7.28
2003-03-01   7.35
2003-04-01   7.28
2003-05-01   6.75
2003-06-01   6.69
2003-07-01   7.28
2003-08-01   7.70
2003-09-01   7.41
2003-10-01   7.36
2003-11-01   7.20
2003-12-01   7.17
2004-01-01   7.09
2004-02-01   7.10
2004-03-01   6.97
2004-04-01   7.23
2004-05-01   7.39
2004-06-01   7.26
2004-07-01   7.14
2004-08-01   7.07
2004-09-01   6.89
2004-10-01   6.83
2004-11-01   6.67
2004-12-01   6.52
2005-01-01   6.29
2005-02-01   6.02
2005-03-01   6.23
2005-04-01   6.26
2005-05-01   6.22
2005-06-01   5.99
2005-07-01   6.06
2005-08-01   6.06
2005-09-01   6.20
2005-10-01   6.42
2005-11-01   6.49
2005-12-01   6.37
2006-01-01   6.27
2006-02-01   6.18
2006-03-01   6.41
2006-04-01   6.78
2006-05-01   6.90
2006-06-01   6.89
2006-07-01   6.85
2006-08-01   6.71
2006-09-01   6.53
2006-10-01   6.46
2006-11-01   6.14
2006-12-01   6.17
2007-01-01   6.29
2007-02-01   6.18
2007-03-01   6.27
2007-04-01   6.42
2007-05-01   6.40
2007-06-01   6.67
2007-07-01   6.67
2007-08-01   6.74
2007-09-01   6.62
2007-10-01   6.42
2007-11-01   6.54
2007-12-01   6.77
2008-01-01   6.81
2008-02-01   7.18
2008-03-01   7.05
2008-04-01   7.05
2008-05-01   6.79
2008-06-01   6.95
2008-07-01   7.02
2008-08-01   6.87
2008-09-01   6.73
2008-10-01   6.92
2008-11-01   7.17
2008-12-01   6.14
2009-01-01   6.14
2009-02-01   7.05
2009-03-01   7.91
2009-04-01   6.81
2009-05-01   6.63
2009-06-01   6.47
2009-07-01   6.42
2009-08-01   6.18
2009-09-01   6.09
2009-10-01   6.09
2009-11-01   6.36
2009-12-01   6.54
2010-01-01   6.56
2010-02-01   6.73
2010-03-01   6.69
2010-04-01   6.57
2010-05-01   6.37
2010-06-01   6.42
2010-07-01   6.24
2010-08-01   6.02
2010-09-01   6.22
2010-10-01   6.44
2010-11-01   6.77
2010-12-01   6.73
2011-01-01   6.58
2011-02-01   6.72
2011-03-01   6.64
2011-04-01   6.62
2011-05-01   6.38
2011-06-01   6.52
2011-07-01   6.48
2011-08-01   6.25
2011-09-01   6.02
2011-10-01   5.63
2011-11-01   5.35
2011-12-01   5.34
2012-01-01   5.28
2012-02-01   5.14
2012-03-01   5.25
2012-04-01   5.22
2012-05-01   5.14
2012-06-01   5.04
2012-07-01   4.56
2012-08-01   4.57
2012-09-01   4.75
2012-10-01   4.67
2012-11-01   4.71
2012-12-01   4.91
2013-01-01   5.01
2013-02-01   5.16
2013-03-01   5.27
2013-04-01   5.04
2013-05-01   5.16
2013-06-01   5.57
2013-07-01   5.53
2013-08-01   5.67
2013-09-01   5.72
2013-10-01   5.63
2013-11-01   5.78
2013-12-01   5.70
2014-01-01   5.50
2014-02-01   5.49
2014-03-01   5.44
2014-04-01   5.28
2014-05-01   5.14
2014-06-01   5.23
2014-07-01   5.17
2014-08-01   5.12
2014-09-01   5.20
2014-10-01   5.03
2014-11-01   5.12
2014-12-01   4.94
2015-01-01   4.53
2015-02-01   4.60
2015-03-01   4.62
2015-04-01   4.59
2015-05-01   5.13
2015-06-01   5.35
2015-07-01   5.26
2015-08-01   5.10
2015-09-01   5.18
2015-10-01   5.16
2015-11-01   5.25
2015-12-01   5.10
2016-01-01   5.12
2016-02-01   5.15
2016-03-01   4.95
2016-04-01   4.72
2016-05-01   4.74
2016-06-01   4.60
2016-07-01   4.26
2016-08-01   4.28
2016-09-01   4.41
2016-10-01   4.51
2016-11-01   4.82
