Title:               56.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
2009-12-01   6.54
2010-01-01   6.56
2010-02-01   6.73
2010-03-01   6.70
2010-04-01   6.57
2010-05-01   6.37
2010-06-01   6.42
2010-07-01   6.25
2010-08-01   6.02
2010-09-01   6.23
2010-10-01   6.45
2010-11-01   6.78
2010-12-01   6.73
2011-01-01   6.59
2011-02-01   6.72
2011-03-01   6.65
2011-04-01   6.63
2011-05-01   6.39
2011-06-01   6.53
2011-07-01   6.49
2011-08-01   6.25
2011-09-01   6.03
2011-10-01   5.64
2011-11-01   5.35
2011-12-01   5.34
2012-01-01   5.28
2012-02-01   5.15
2012-03-01   5.26
2012-04-01   5.22
2012-05-01   5.15
2012-06-01   5.05
2012-07-01   4.56
2012-08-01   4.57
2012-09-01   4.75
2012-10-01   4.68
2012-11-01   4.72
2012-12-01   4.91
2013-01-01   5.01
2013-02-01   5.16
2013-03-01   5.27
2013-04-01   5.04
2013-05-01   5.16
2013-06-01   5.57
2013-07-01   5.54
2013-08-01   5.67
2013-09-01   5.72
2013-10-01   5.63
2013-11-01   5.78
2013-12-01   5.70
2014-01-01   5.50
2014-02-01   5.49
2014-03-01   5.45
2014-04-01   5.28
2014-05-01   5.15
2014-06-01   5.24
2014-07-01   5.17
2014-08-01   5.12
2014-09-01   5.20
2014-10-01   5.04
2014-11-01   5.13
2014-12-01   4.95
2015-01-01   4.54
2015-02-01   4.60
2015-03-01   4.63
2015-04-01   4.59
2015-05-01   5.14
2015-06-01   5.36
2015-07-01   5.26
2015-08-01   5.11
2015-09-01   5.19
2015-10-01   5.17
2015-11-01   5.26
2015-12-01   5.11
2016-01-01   5.12
2016-02-01   5.15
2016-03-01   4.95
2016-04-01   4.72
2016-05-01   4.75
2016-06-01   4.61
2016-07-01   4.27
2016-08-01   4.28
2016-09-01   4.42
2016-10-01   4.51
2016-11-01   4.82
