Title:               3-Month AA Financial Commercial Paper Rate
2001-05-25  3.92
2001-06-01  3.86
2001-06-08  3.78
2001-06-15  3.73
2001-06-22  3.60
2001-06-29  3.60
2001-07-06  3.69
2001-07-13  3.64
2001-07-20  3.61
2001-07-27  3.56
2001-08-03  3.54
2001-08-10  3.49
2001-08-17  3.43
2001-08-24  3.39
2001-08-31  3.38
2001-09-07  3.36
2001-09-14  3.17
2001-09-21  2.65
2001-09-28  2.47
2001-10-05  2.40
2001-10-12  2.32
2001-10-19  2.30
2001-10-26  2.23
2001-11-02  2.11
2001-11-09  1.97
2001-11-16  1.96
2001-11-23  2.02
2001-11-30  2.00
2001-12-07  1.87
2001-12-14  1.76
2001-12-21  1.80
2001-12-28  1.81
2002-01-04  1.77
2002-01-11  1.73
2002-01-18  1.62
2002-01-25  1.73
2002-02-01  1.79
2002-02-08  1.79
2002-02-15  1.80
2002-02-22  1.81
2002-03-01  1.80
2002-03-08  1.84
2002-03-15  1.88
2002-03-22  1.89
2002-03-29  1.90
2002-04-05  1.89
2002-04-12  1.84
2002-04-19  1.83
2002-04-26  1.79
2002-05-03  1.80
2002-05-10  1.79
2002-05-17  1.80
2002-05-24  1.80
2002-05-31  1.79
2002-06-07  1.80
2002-06-14  1.78
2002-06-21  1.78
2002-06-28  1.78
2002-07-05  1.76
2002-07-12  1.77
2002-07-19  1.76
2002-07-26  1.75
2002-08-02  1.75
2002-08-09  1.69
2002-08-16  1.68
2002-08-23  1.71
2002-08-30  1.75
2002-09-06  1.73
2002-09-13  1.74
2002-09-20  1.75
2002-09-27  1.73
2002-10-04  1.70
2002-10-11  1.70
2002-10-18  1.74
2002-10-25  1.76
2002-11-01  1.65
2002-11-08  1.44
2002-11-15  1.32
2002-11-22  1.33
2002-11-29  1.34
2002-12-06  1.33
2002-12-13  1.32
2002-12-20  1.32
2002-12-27  1.32
2003-01-03  1.28
2003-01-10  1.29
2003-01-17  1.28
2003-01-24  1.26
2003-01-31  1.25
2003-02-07  1.25
2003-02-14  1.25
2003-02-21  1.25
2003-02-28  1.25
2003-03-07  1.24
2003-03-14  1.17
2003-03-21  1.19
2003-03-28  1.23
2003-04-04  1.20
2003-04-11  1.22
2003-04-18  1.24
2003-04-25  1.24
2003-05-02  1.24
2003-05-09  1.21
2003-05-16  1.21
2003-05-23  1.19
2003-05-30  1.20
2003-06-06  1.16
2003-06-13  1.04
2003-06-20  0.95
2003-06-27  0.94
2003-07-04  1.03
2003-07-11  1.02
2003-07-18  1.02
2003-07-25  1.02
2003-08-01  1.04
2003-08-08  1.05
2003-08-15  1.06
2003-08-22  1.07
2003-08-29  1.07
2003-09-05  1.07
2003-09-12  1.06
2003-09-19  1.05
2003-09-26  1.05
2003-10-03  1.04
2003-10-10  1.05
2003-10-17  1.07
2003-10-24  1.07
2003-10-31  1.07
2003-11-07  1.09
2003-11-14  1.08
2003-11-21  1.08
2003-11-28  1.07
2003-12-05  1.08
2003-12-12  1.08
2003-12-19  1.07
2003-12-26  1.07
2004-01-02  1.05
2004-01-09  1.05
2004-01-16  1.03
2004-01-23  1.03
2004-01-30  1.04
2004-02-06  1.04
2004-02-13  1.03
2004-02-20  1.03
2004-02-27  1.03
2004-03-05  1.03
2004-03-12  1.03
2004-03-19  1.02
2004-03-26  1.03
2004-04-02  1.04
2004-04-09  1.04
2004-04-16  1.05
2004-04-23  1.06
2004-04-30  1.08
2004-05-07  1.09
2004-05-14  1.15
2004-05-21  1.17
2004-05-28  1.21
2004-06-04  1.26
2004-06-11  1.33
2004-06-18  1.45
2004-06-25  1.45
2004-07-02  1.47
2004-07-09  1.47
2004-07-16  1.48
2004-07-23  1.52
2004-07-30  1.58
2004-08-06  1.63
2004-08-13  1.61
2004-08-20  1.63
2004-08-27  1.68
2004-09-03  1.73
2004-09-10  1.78
2004-09-17  1.80
2004-09-24  1.84
2004-10-01  1.87
2004-10-08  1.91
2004-10-15  1.94
2004-10-22  1.98
2004-10-29  2.05
2004-11-05  2.10
2004-11-12  2.18
2004-11-19  2.24
2004-11-26  2.24
2004-12-03  2.32
2004-12-10  2.36
2004-12-17  2.42
2004-12-24  2.42
2004-12-31  2.39
2005-01-07  2.48
2005-01-14  2.53
2005-01-21  2.60
2005-01-28  2.63
2005-02-04  2.67
2005-02-11  2.69
2005-02-18  2.72
2005-02-25  2.74
2005-03-04  2.82
2005-03-11  2.87
2005-03-18  2.93
2005-03-25  2.97
2005-04-01  2.97
2005-04-08  3.00
2005-04-15  3.01
2005-04-22  3.02
2005-04-29  3.08
2005-05-06  3.11
2005-05-13  3.14
2005-05-20  3.16
2005-05-27  3.19
2005-06-03  3.22
2005-06-10  3.25
2005-06-17  3.31
2005-06-24  3.35
2005-07-01  3.38
2005-07-08  3.44
2005-07-15  3.46
2005-07-22  3.51
2005-07-29  3.55
2005-08-05  3.62
2005-08-12  3.66
2005-08-19  3.70
2005-08-26  3.73
2005-09-02  3.74
2005-09-09  3.71
2005-09-16  3.77
2005-09-23  3.83
2005-09-30  3.89
2005-10-07  3.97
2005-10-14  4.03
2005-10-21  4.07
2005-10-28  4.12
2005-11-04  4.16
2005-11-11  4.20
2005-11-18  4.23
2005-11-25  4.27
2005-12-02  4.30
2005-12-09  4.34
2005-12-16  4.39
2005-12-23  4.39
2005-12-30  4.41
2006-01-06  4.42
2006-01-13  4.46
2006-01-20  4.49
2006-01-27  4.53
2006-02-03  4.56
2006-02-10  4.60
2006-02-17  4.64
2006-02-24  4.68
2006-03-03  4.70
2006-03-10  4.74
2006-03-17  4.79
2006-03-24  4.82
2006-03-31  4.85
2006-04-07  4.88
2006-04-14  4.94
2006-04-21  4.96
2006-04-28  5.00
2006-05-05  5.02
2006-05-12  5.04
2006-05-19  5.05
2006-05-26  5.09
2006-06-02  5.12
2006-06-09  5.15
2006-06-16  5.23
2006-06-23  5.32
2006-06-30  5.36
2006-07-07  5.36
2006-07-14  5.38
2006-07-21  5.39
2006-07-28  5.36
2006-08-04  5.34
2006-08-11  5.30
2006-08-18  5.27
2006-08-25  5.27
2006-09-01  5.26
2006-09-08  5.26
2006-09-15  5.26
2006-09-22  5.25
2006-09-29  5.22
2006-10-06  5.23
2006-10-13  5.23
2006-10-20  5.24
2006-10-27  5.24
2006-11-03  5.23
2006-11-10  5.24
2006-11-17  5.25
2006-11-24  5.25
2006-12-01  5.24
2006-12-08  5.23
2006-12-15  5.24
2006-12-22  5.25
2006-12-29  5.24
2007-01-05  5.23
2007-01-12  5.24
2007-01-19  5.24
2007-01-26  5.24
2007-02-02  5.24
2007-02-09  5.23
2007-02-16  5.23
2007-02-23  5.24
2007-03-02  5.22
2007-03-09  5.21
2007-03-16  5.23
2007-03-23  5.22
2007-03-30  5.23
2007-04-06  5.23
2007-04-13  5.23
2007-04-20  5.23
2007-04-27  5.23
2007-05-04  5.23
2007-05-11  5.23
2007-05-18  5.23
2007-05-25  5.23
2007-06-01  5.23
2007-06-08  5.24
2007-06-15  5.24
2007-06-22  5.25
2007-06-29  5.26
2007-07-06  5.24
2007-07-13  5.24
2007-07-20  5.25
2007-07-27  5.24
2007-08-03  5.25
2007-08-10  5.29
2007-08-17  5.31
2007-08-24  5.30
2007-08-31  5.34
2007-09-07  5.43
2007-09-14  5.40
2007-09-21  5.00
2007-09-28  4.96
2007-10-05  5.03
2007-10-12  5.06
2007-10-19  4.99
2007-10-26  4.75
2007-11-02  4.65
2007-11-09  4.69
2007-11-16  4.84
2007-11-23  4.73
2007-11-30  4.80
2007-12-07  4.80
2007-12-14  4.85
2007-12-21  4.78
2007-12-28  4.71
2008-01-04  4.33
2008-01-11  4.20
2008-01-18  3.78
2008-01-25  3.15
2008-02-01  3.01
2008-02-08  3.03
2008-02-15  3.00
2008-02-22  3.02
2008-02-29  3.07
2008-03-07  2.92
2008-03-14  2.80
2008-03-21  2.55
2008-03-28  2.57
2008-04-04  2.62
2008-04-11  2.65
2008-04-18  2.71
2008-04-25  2.84
2008-05-02  2.72
2008-05-09  2.62
2008-05-16  2.58
2008-05-23  2.60
2008-05-30  2.60
2008-06-06  2.59
2008-06-13  2.72
2008-06-20  2.75
2008-06-27  2.75
2008-07-04  2.72
2008-07-11  2.73
2008-07-18  2.67
2008-07-25  2.73
2008-08-01  2.79
2008-08-08  2.70
2008-08-15  2.77
2008-08-22  2.75
2008-08-29  2.78
2008-09-05  2.72
2008-09-12  2.72
2008-09-19  2.86
2008-09-26  3.15
2008-10-03  3.57
2008-10-10  3.82
2008-10-17  3.41
2008-10-24  2.87
2008-10-31  2.72
2008-11-07     .
2008-11-14  1.43
2008-11-21  1.47
2008-11-28  1.68
2008-12-05  1.42
2008-12-12     .
2008-12-19     .
2008-12-26  0.44
2009-01-02  0.40
2009-01-09  0.41
2009-01-16  0.57
2009-01-23  0.83
2009-01-30  2.16
2009-02-06  0.59
2009-02-13  0.70
2009-02-20  0.66
2009-02-27  0.73
2009-03-06  0.66
2009-03-13  0.66
2009-03-20  0.61
2009-03-27  0.58
2009-04-03  0.52
2009-04-10  0.47
2009-04-17  0.46
2009-04-24  0.45
2009-05-01  0.52
2009-05-08  0.45
2009-05-15  0.36
2009-05-22  0.31
2009-05-29  0.34
2009-06-05  0.33
2009-06-12  0.31
2009-06-19  0.37
2009-06-26  0.41
2009-07-03  0.35
2009-07-10  0.36
2009-07-17  0.31
2009-07-24  0.31
2009-07-31  0.30
2009-08-07  0.31
2009-08-14  0.28
2009-08-21  0.29
2009-08-28  0.27
2009-09-04  0.25
2009-09-11  0.25
2009-09-18  0.23
2009-09-25  0.22
2009-10-02  0.21
2009-10-09  0.21
2009-10-16  0.20
2009-10-23  0.21
2009-10-30  0.23
2009-11-06  0.20
2009-11-13  0.20
2009-11-20  0.19
2009-11-27  0.19
2009-12-04  0.20
2009-12-11  0.20
2009-12-18  0.20
2009-12-25  0.19
2010-01-01  0.20
2010-01-08  0.18
2010-01-15  0.16
2010-01-22  0.17
2010-01-29  0.20
2010-02-05  0.21
2010-02-12  0.20
2010-02-19  0.20
2010-02-26  0.20
2010-03-05  0.23
2010-03-12  0.20
2010-03-19  0.23
2010-03-26  0.29
2010-04-02  0.30
2010-04-09  0.27
2010-04-16  0.30
2010-04-23  0.29
2010-04-30  0.36
2010-05-07  0.33
2010-05-14  0.47
2010-05-21  0.47
2010-05-28  0.51
2010-06-04  0.50
2010-06-11  0.48
2010-06-18  0.45
2010-06-25  0.44
2010-07-02  0.41
2010-07-09  0.43
2010-07-16  0.38
2010-07-23  0.38
2010-07-30  0.31
2010-08-06  0.28
2010-08-13  0.27
2010-08-20  0.27
2010-08-27  0.26
2010-09-03  0.26
2010-09-10  0.26
2010-09-17  0.25
2010-09-24  0.25
2010-10-01  0.23
2010-10-08  0.25
2010-10-15  0.25
2010-10-22  0.25
2010-10-29  0.25
2010-11-05  0.25
2010-11-12  0.23
2010-11-19  0.25
2010-11-26  0.26
2010-12-03  0.26
2010-12-10  0.28
2010-12-17  0.27
2010-12-24  0.27
2010-12-31  0.28
2011-01-07  0.27
2011-01-14  0.26
2011-01-21  0.26
2011-01-28  0.25
2011-02-04  0.25
2011-02-11  0.26
2011-02-18  0.24
2011-02-25  0.25
2011-03-04  0.24
2011-03-11  0.24
2011-03-18  0.22
2011-03-25  0.23
2011-04-01  0.25
2011-04-08  0.25
2011-04-15  0.22
2011-04-22  0.21
2011-04-29  0.20
2011-05-06  0.19
2011-05-13  0.18
2011-05-20  0.18
2011-05-27  0.17
2011-06-03  0.18
2011-06-10  0.18
2011-06-17  0.16
2011-06-24  0.17
2011-07-01  0.14
2011-07-08  0.18
2011-07-15  0.18
2011-07-22  0.16
2011-07-29  0.17
2011-08-05  0.20
2011-08-12  0.20
2011-08-19  0.19
2011-08-26  0.22
2011-09-02  0.24
2011-09-09  0.23
2011-09-16  0.18
2011-09-23  0.19
2011-09-30  0.27
2011-10-07  0.24
2011-10-14  0.24
2011-10-21  0.23
2011-10-28  0.25
2011-11-04  0.21
2011-11-11  0.21
2011-11-18  0.22
2011-11-25  0.18
2011-12-02  0.19
2011-12-09  0.20
2011-12-16  0.18
2011-12-23  0.19
2011-12-30  0.13
2012-01-06  0.25
2012-01-13  0.35
2012-01-20  0.19
2012-01-27  0.27
2012-02-03  0.22
2012-02-10  0.23
2012-02-17  0.21
2012-02-24  0.18
2012-03-02  0.21
2012-03-09  0.17
2012-03-16  0.22
2012-03-23  0.23
2012-03-30  0.18
2012-04-06  0.20
2012-04-13  0.25
2012-04-20  0.18
2012-04-27  0.18
2012-05-04  0.20
2012-05-11  0.19
2012-05-18  0.20
2012-05-25  0.20
2012-06-01  0.19
2012-06-08  0.19
2012-06-15  0.24
2012-06-22  0.23
2012-06-29  0.19
2012-07-06  0.27
2012-07-13  0.28
2012-07-20  0.23
2012-07-27  0.18
2012-08-03  0.18
2012-08-10  0.20
2012-08-17  0.20
2012-08-24  0.19
2012-08-31  0.18
2012-09-07  0.17
2012-09-14  0.16
2012-09-21  0.17
2012-09-28  0.17
2012-10-05  0.17
2012-10-12  0.21
2012-10-19  0.17
2012-10-26  0.20
2012-11-02  0.21
2012-11-09  0.22
2012-11-16  0.23
2012-11-23  0.19
2012-11-30  0.19
2012-12-07  0.17
2012-12-14  0.15
2012-12-21  0.17
2012-12-28  0.21
2013-01-04  0.18
2013-01-11  0.21
2013-01-18  0.16
2013-01-25  0.19
2013-02-01  0.20
2013-02-08  0.14
2013-02-15  0.18
2013-02-22  0.15
2013-03-01  0.15
2013-03-08  0.16
2013-03-15  0.16
2013-03-22  0.15
2013-03-29  0.12
2013-04-05  0.19
2013-04-12  0.15
2013-04-19  0.15
2013-04-26  0.15
2013-05-03  0.14
2013-05-10  0.14
2013-05-17  0.15
2013-05-24  0.14
2013-05-31  0.12
2013-06-07  0.12
2013-06-14  0.14
2013-06-21  0.14
2013-06-28  0.14
2013-07-05  0.17
2013-07-12  0.15
2013-07-19  0.12
2013-07-26  0.13
2013-08-02  0.12
2013-08-09  0.13
2013-08-16  0.14
2013-08-23  0.13
2013-08-30  0.10
2013-09-06  0.12
2013-09-13  0.11
2013-09-20  0.11
2013-09-27  0.12
2013-10-04  0.10
2013-10-11  0.15
2013-10-18  0.14
2013-10-25  0.11
2013-11-01  0.11
2013-11-08  0.11
2013-11-15  0.12
2013-11-22  0.12
2013-11-29  0.13
2013-12-06  0.14
2013-12-13  0.14
2013-12-20  0.14
2013-12-27  0.13
2014-01-03  0.14
2014-01-10  0.13
2014-01-17  0.11
2014-01-24  0.13
2014-01-31  0.12
2014-02-07  0.14
2014-02-14  0.14
2014-02-21  0.13
2014-02-28  0.12
2014-03-07  0.13
2014-03-14  0.12
2014-03-21  0.12
2014-03-28  0.12
2014-04-04  0.14
2014-04-11  0.12
2014-04-18  0.13
2014-04-25  0.11
2014-05-02  0.10
2014-05-09  0.11
2014-05-16  0.12
2014-05-23  0.10
2014-05-30  0.10
2014-06-06  0.10
2014-06-13  0.11
2014-06-20  0.11
2014-06-27  0.11
2014-07-04  0.12
2014-07-11  0.13
2014-07-18  0.13
2014-07-25  0.12
2014-08-01  0.12
2014-08-08  0.12
2014-08-15  0.13
2014-08-22  0.13
2014-08-29  0.13
2014-09-05  0.13
2014-09-12  0.13
2014-09-19  0.12
2014-09-26  0.11
2014-10-03  0.12
2014-10-10  0.13
2014-10-17  0.12
2014-10-24  0.12
2014-10-31  0.12
2014-11-07  0.13
2014-11-14  0.13
2014-11-21  0.13
2014-11-28  0.14
2014-12-05  0.14
2014-12-12  0.15
2014-12-19  0.16
2014-12-26  0.16
2015-01-02  0.17
2015-01-09  0.17
2015-01-16  0.16
2015-01-23  0.16
2015-01-30  0.16
2015-02-06  0.16
2015-02-13  0.15
2015-02-20  0.16
2015-02-27  0.14
2015-03-06  0.14
2015-03-13  0.14
2015-03-20  0.14
2015-03-27  0.16
2015-04-03  0.15
2015-04-10  0.14
2015-04-17  0.12
2015-04-24  0.13
2015-05-01  0.11
2015-05-08  0.14
2015-05-15  0.15
2015-05-22  0.17
2015-05-29  0.16
2015-06-05  0.17
2015-06-12  0.18
2015-06-19  0.19
2015-06-26  0.18
2015-07-03  0.18
2015-07-10  0.16
2015-07-17  0.19
2015-07-24  0.22
2015-07-31  0.21
2015-08-07  0.24
2015-08-14  0.24
2015-08-21  0.28
2015-08-28  0.28
2015-09-04  0.28
2015-09-11  0.28
2015-09-18  0.29
2015-09-25  0.27
2015-10-02  0.25
2015-10-09  0.27
2015-10-16  0.25
2015-10-23  0.24
2015-10-30  0.25
2015-11-06  0.26
2015-11-13  0.28
2015-11-20  0.31
2015-11-27  0.34
2015-12-04  0.42
2015-12-11  0.52
2015-12-18  0.58
2015-12-25  0.58
2016-01-01  0.56
2016-01-08  0.59
2016-01-15  0.58
2016-01-22  0.56
2016-01-29  0.55
2016-02-05  0.53
2016-02-12  0.54
2016-02-19  0.53
2016-02-26  0.55
2016-03-04  0.55
2016-03-11  0.56
2016-03-18  0.57
2016-03-25  0.53
2016-04-01  0.53
2016-04-08  0.54
2016-04-15  0.54
2016-04-22  0.56
2016-04-29  0.56
2016-05-06  0.57
2016-05-13  0.54
2016-05-20  0.54
2016-05-27  0.61
2016-06-03  0.58
2016-06-10  0.54
2016-06-17  0.55
2016-06-24  0.54
2016-07-01  0.57
2016-07-08  0.60
2016-07-15  0.62
2016-07-22  0.63
2016-07-29  0.64
2016-08-05  0.70
2016-08-12  0.77
2016-08-19  0.70
2016-08-26  0.73
2016-09-02  0.75
2016-09-09  0.76
2016-09-16  0.76
2016-09-23  0.78
2016-09-30  0.69
2016-10-07  0.72
2016-10-14  0.73
2016-10-21  0.73
2016-10-28  0.71
2016-11-04  0.71
2016-11-11  0.66
2016-11-18  0.74
2016-11-25  0.72
2016-12-02  0.72
2016-12-09  0.75
2016-12-16  0.96
2016-12-23  0.93
2016-12-30  0.92
2017-01-06  0.94
